TAGS,LEVEL,OMIT,NAME,LONGNAME,SEX,INCLUDE,PRE_CONDITIONS,CONDITIONS,OUTPAT_ICD,HD_MAINONLY,HD_ICD_10,HD_ICD_9,HD_ICD_8,HD_ICD_10_EXCL,HD_ICD_9_EXCL,HD_ICD_8_EXCL,COD_MAINONLY,COD_ICD_10,COD_ICD_9,COD_ICD_8,COD_ICD_10_EXCL,COD_ICD_9_EXCL,COD_ICD_8_EXCL,OPER_NOM,OPER_HL,OPER_HP1,OPER_HP2,KELA_REIMB,KELA_REIMB_ICD,KELA_ATC_NEEDOTHER,KELA_ATC,KELA_VNRO_NEEDOTHER,KELA_VNRO,CANC_TOPO,CANC_TOPO_EXCL,CANC_MORPH,CANC_MORPH_EXCL,CANC_BEHAV,Special
#H8,3,,H8_MIDDLEADDH,Adhesive middle ear disease,,,,,,,H741,3851,$!$,,,,,H741,3851,$!$,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_DISCON,Discontinuity and dislocation of ear ossicles,,,,,,,H742,$!$,$!$,,,,,H742,$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_OSSICABN,Abnormalities of ear ossicles,,,,,,,H743,$!$,$!$,,,,,H743,$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_POLYPMIDD,Polyp of middle ear,,,,,,,H744,$!$,$!$,,,,,H744,$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_MIDDMASTNAS,Other specified/unspecified disorders of middle ear and mastoid,,,,,,,H74[8-9],385[8-9],$!$,,,,,H74[8-9],385[8-9],$!$,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_MIDDMASTINOTH,Other disorders of middle ear and mastoid in diseases classified elsewhere,,,,,,,H75,$!$,$!$,,,,,H75,$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,2,,H8_INNER,Diseases of inner ear,,H8_OTOSCLE|H8_VERTIGO|H8_LABYRINTHITIS|H8_LABYRFISTU|H8_LABYRDYSFUNC|H8_NOISEINNER|H8_INNERNAS,,,,,H8[0-3],,,,,,,H8[0-3],,,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_OTOSCLE,Otosclerosis,,,,,,,H80,387,38699,,,,,H80,387,38699,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_VERTIGO,Disorders of vestibular function (Vertigo),,H8_MENIERE|H8_BPV|H8_VESTIBNEUR|H8_PERIPHVERTIGO|H8_VERTIGOCENT|H8_VESTIFUNCNAS|H8_VERTIGINOTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#H8,4,,H8_MENIERE,Ménière disease,,,,,,,H810,3860,38599,,,,,H810,3860,38599,,,,,,,,,,,,,,,,,,,
#H8,4,,H8_BPV,Benign paroxysmal vertigo,,,,,,,H811,$!$,$!$,,,,,H811,$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,4,,H8_VESTIBNEUR,Vestibular neuronitis,,,,,,,H812,3861,$!$,,,,,H812,3861,$!$,,,,,,,,,,,,,,,,,,,
#H8,4,,H8_PERIPHVERTIGO,Other peripheral vertigo,,,,,,,H813,$!$,$!$,,,,,H813,$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,4,,H8_VERTIGOCENT,Vertigo of central origin,,,,,,,H814,$!$,$!$,,,,,H814,$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,4,,H8_VESTIFUNCNAS,Other/unspecified disorders of vestibular function,,,,,,,H81[8-9],386[8-9],$!$,,,,,H81[8-9],386[8-9],$!$,,,,,,,,,,,,,,,,,,,
#H8,4,,H8_VERTIGINOTH,Vertiginous syndromes in diseases classified elsewhere,,,,,,,H82,$!$,$!$,,,,,H82,$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_LABYRINTHITIS,Labyrinthitis,,,,,,,H830,3863,38403,,,,,H830,3863,38403,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_LABYRFISTU,Labyrinthine fistula,,,,,,,H831,$!$,$!$,,,,,H831,$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_LABYRDYSFUNC,Labyrinthine dysfunction,,,,,,,H832,$!$,$!$,,,,,H832,$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_NOISEINNER,Noise effects on inner ear,,,,,,,H833,3881,$!$,,,,,H833,3881,$!$,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_INNERNAS,Other specified/unspecified diseases of inner ear,,,,,,,H83[8-9],$!$,$!$,,,,,H83[8-9],$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,2,,H8_OTHEREAR,Other disorders of ear,,H8_CONSENHEARINGLOSS|H8_OTHHEARINGLOSS|H8_OTALGIA|H8_OTORRHOEA|H8_OTORRHAGIA|H8_DEGVASCEAR|H8_TINNITUS|H8_ABNAUDPER|H8_ACOUSNERVDIS|H8_EARNAS|H8_POSTOP,,,,,H9,,,,,,,H9,,,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_CONSENHEARINGLOSS,Conductive and sensorineural hearing loss,,H8_HL_CON_NAS|H8_HL_SEN_NAS|H8_HL_MIX_NAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#H8,4,,H8_HL_CON_NAS,"Conductive hearing loss, unspecified",,,,,,,H90[0-2],3890,$!$,,,,,H90[0-2],3890,$!$,,,,,,,,,,,,,,,,,,,
#H8,4,,H8_HL_SEN_NAS,Sensorineural hearing loss,,,,,,,H90[3-5],3891,$!$,,,,,H90[3-5],3891,$!$,,,,,,,,,,,,,,,,,,,
#H8,4,,H8_HL_MIX_NAS,Mixed conductive and sensorineural hearing loss,,,,,,,H90[6-8],3892,$!$,,,,,H90[6-8],3892,$!$,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_OTHHEARINGLOSS,Other hearing loss,,H8_HL_OTOTOX|H8_HL_PRESBY|H8_HL_IDIOP|H8_HL_DEAFMUT|H8_HL_NAS,,,,,$!$,$!$,$!$,,,,,$!$,$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,4,,H8_HL_OTOTOX,Ototoxic hearing loss,,,,,,,H910,$!$,$!$,,,,,H910,$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,4,,H8_HL_PRESBY,Presbycusis,,,,,,,H911,3880,$!$,,2880X,,,H911,3880,$!$,,2880X,,,,,,,,,,,,,,,,,
#H8,4,,H8_HL_IDIOP,Sudden idiopathic hearing loss,,,,,,,H912,3882,$!$,,,,,H912,3882,$!$,,,,,,,,,,,,,,,,,,,
#H8,4,,H8_HL_DEAFMUT,"Deaf mutism, not elsewhere classified",,,,,,,H913,3897,388,,,,,H913,3897,388,,,,,,,,,,,,,,,,,,,
#H8,4,,H8_HL_NAS,Other specified/unspecified hearing loss,,,,,,,H91[8-9],389[8-9],389,,,,,H91[8-9],389[8-9],389,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_OTALGIA,Otalgia,,,,,,,H920,$!$,$!$,,,,,H920,$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_OTORRHOEA,Otorrhoea,,,,,,,H921,$!$,$!$,,,,,H921,$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_OTORRHAGIA,Otorrhagia,,,,,,,H922,$!$,$!$,,,,,H922,$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_DEGVASCEAR,Degenerative and vascular disorders of ear,,,,,,,H930,3880X,$!$,,,,,H930,3880X,$!$,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_TINNITUS,Tinnitus,,,,,,,H931,3883,$!$,,,,,H931,3883,$!$,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_ABNAUDPER,Other abnormal auditory perceptions,,,,,,,H932,$!$,$!$,,,,,H932,$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_ACOUSNERVDIS,Disorders of acoustic nerve,,,,,,,H933,$!$,$!$,,,,,H933,$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_EARNAS,Other specified/unspecified disorders of ear,,,,,,,H93[8-9],388[8-9],$!$,,,,,H93[8-9],388[8-9],$!$,,,,,,,,,,,,,,,,,,,
#H8,3,,H8_POSTOP,"Postprocedural disorders of ear and mastoid process, not elsewhere classified",,H8_POSTMASTCHOLEASTOMA|H8_POSTMASTNAS|H8_POSTOPNAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#H8,4,,H8_POSTMASTCHOLEASTOMA,Recurrent cholesteatoma of postmastoidectomy cavity,,,,,,,H950,$!$,$!$,,,,,H950,$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,4,,H8_POSTMASTNAS,Other disorders following mastoidectomy,,,,,,,H951,$!$,$!$,,,,,H951,$!$,$!$,,,,,,,,,,,,,,,,,,,
#H8,4,,H8_POSTOPNAS,Other/unspecified postprocedural disorders of ear and mastoid process,,,,,,,H95[8-9],$!$,$!$,,,,,H95[8-9],$!$,$!$,,,,,,,,,,,,,,,,,,,
#E4,1,,E4_ENDONUTRMET,"Endocrine, nutritional and metabolic diseases",,E4_THYROID|E4_DIABETES|E4_GLUCOPANCREAS|E4_ENDOGLAND|E4_MALNUTRITION|E4_NUTRIDEF|E4_OBESITY|E4_METABOLIA,,,,,E,,,,,,,E,,,,,,,,,,,,,,,,,,,,,
#E4,2,,E4_THYROID,Disorders of the thyroid gland,,E4_CONGEIOD|E4_IODGOITRE|E4_IODTHYR|E4_IODHYPSUB|E4_HYTHYSUBS|E4_HYTHYPOSTINF|E4_ATROTHY|E4_MYXOCO|E4_HYTHYNAS|E4_GOITREDIFF|E4_GOITRENOD|E4_GOITREMULTINOD|E4_GOITRENAS|E4_THYTOXGOITDIF|E4_THYTOXECT|E4_THYCRISIS|E4_THYTOXNAS|E4_THYROIDITACU|E4_THYROIDITSUBAC|E4_THYROIDITCHRON|E4_THYROIDITAUTOIM|E4_THYROIDITDRUG|E4_THYROIDITNAS|E4_HYPERSECCAL|E4_GOITREDYS|E4_THYROIDNASOTH,,,,,E0,,,,,,,E0,,,,,,,,,,,,,,,,,,,,,
"#E4,#NEURO_CM",3,,E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,,,,,,,E00|E03[0-1],243,243,,,,,E00|E03[0-1],243,243,,,,,,,,,,,,,,,,,,,
"#E4,#NEURO_CM",3,,E4_IODGOITRE,Iodine-deficiency-related goitre,,,,,,,E01,$!$,$!$,E018,,,,E01,$!$,$!$,E018,,,,,,,,,,,,,,,,,,
"#E4,#NEURO_CM",3,,E4_IODTHYR,Iodine-deficiency-related thyroid disorders and allied conditions,,,,,,,E018,$!$,$!$,,,,,E018,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#NEURO_CM",3,,E4_IODHYPSUB,Subclinical iodine-deficiency hypothyroidism,,,,,,,E02,$!$,$!$,,,,,E02,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#NEURO_CM",3,,E4_HYTHYSUBS,Hypothyroidism due to medicaments and other exogenous substances,,,,,,,E032,2443,$!$,,,,,E032,2443,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#NEURO_CM",3,,E4_HYTHYPOSTINF,Postinfectious hypothyroidism,,,,,,,E033,2448A,$!$,,,,,E033,2448A,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#NEURO_CM",3,,E4_ATROTHY,Atrophy of thyroid (acquired),,,,,,,E034,2448B,$!$,,,,,E034,2448B,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#NEURO_CM",3,,E4_MYXOCO,Myxoedema coma,,,,,,,E035,$!$,$!$,,,,,E035,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#NEURO_CM",3,,E4_HYTHYNAS,"Hypothyroidism,other/unspecified",,,,,,,E03[8-9],244[8-9],244,,2448A|2448B,24409,,E03[8-9],244[8-9],244,,2448A|2448B,,,,,,104,E03,,H03A,,,,,,,,
#E4,3,,E4_GOITREDIFF,Nontoxic diffuse goitre,,,,,,,E040,2400,240,,,,,E040,2400,240,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_GOITRENOD,Nontoxic single thyroid nodule,,,,,,,E041,2410|2462,$!$,,,,,E041,2410|2462,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_GOITREMULTINOD,Nontoxic multinodular goitre,,,,,,,E042,2411,241,,,,,E042,2411,241,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_GOITRENAS,Other and/or unspecified nontoxic goitre,,,,,,,E04[8-9],2419,$!$,,,,,E04[8-9],2419,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#GASTRO_CM",3,,E4_THYTOXGOITDIF,Thyrotoxicosis with diffuse goitr,,,,,,,E050,2420,2420,,,,,E050,2420,2420,,,,,,,,,,,,,,,,,,,
"#E4,#GASTRO_CM",3,,E4_THYTOXNOD,Thyrotoxicosis with toxic single thyroid nodule,,,,,,,E051,2421,$!$,,,,,E051,2421,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#GASTRO_CM",3,,E4_THYTOXGOITMULT,Thyrotoxicosis with toxic multinodular goitre,,,,,,,E052,2422,2421,,,,,E052,2422,2421,,,,,,,,,,,,,,,,,,,
"#E4,#GASTRO_CM",3,,E4_THYTOXECT,Thyrotoxicosis from ectopic thyroid tissue,,,,,,,E053,2424,$!$,,,,,E053,2424,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#GASTRO_CM",3,,E4_THYTOXFAC,Thyrotoxicosis factitia,,,,,,,E054,$!$,$!$,,,,,E054,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#GASTRO_CM",3,,E4_THYCRISIS,Thyroid crisis or storm,,,,,,,E055,$!$,$!$,,,,,E055,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#GASTRO_CM",3,,E4_THYTOXNAS,"Thyrotoxicosis, other and/or unspecified",,,,,,,E05[4-9],2423,2422,,,,,E05[4-9],2423,2422,,,,,,,,,,,H03B,,,,,,,,
"#E4,#GASTRO_CM",3,,E4_THYROIDITACU,Acute thyroiditis,,,,,,,E060,2450,$!$,,,,,E060,2450,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#GASTRO_CM",3,,E4_THYROIDITSUBAC,Subacute thyroiditis,,,,,,,E061,2451,2450[0-1],,,,,E061,2451,2450[0-1],,,,,,,,,,,,,,,,,,,
"#E4,#GASTRO_CM",3,,E4_THYROIDITCHRON,Chronic thyroiditis,,,,,,,E062|E068,2453|2458,2450[2-4],,,,,E062|E068,2453|2458,2450[2-4],,,,,,,,,,,,,,,,,,,
"#E4,#GASTRO_CM",3,,E4_THYROIDITAUTOIM,Autoimmune thyroiditis,,,,,,,E063,2452,$!$,,,,,E063,2452,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#GASTRO_CM",3,,E4_THYROIDITDRUG,Drug-induced thyroiditis,,,,,,,E064,2454,$!$,,,,,E064,2454,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#GASTRO_CM",3,,E4_THYROIDITNAS,"Thyroiditis, unspecified",,,,,,,E069,2459,24509,,,,,E069,2459,24509,,,,,,,,,,,,,,,,,,,
"#E4,#GASTRO_CM",3,,E4_HYPERSECCAL,Hypersecretion of calcitonin,,,,,,,E070,2460,$!$,,,,,E070,2460,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#GASTRO_CM",3,,E4_GOITREDYS,Dyshormogenetic goitre,,,,,,,E071,2461,$!$,,,,,E071,2461,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#GASTRO_CM",3,,E4_THYROIDNASOTH,"Disorder of thyroid, unspecified",,,,,,,E07[8-9],246[3-9],24599,,,,,E07[8-9],246[3-9],24599,,,,,,,,,,,,,,,,,,,
#E4,2,,E4_GLUCOPANCREAS,Other disorders of glucose regulation and pancreatic internal secretion,,E4_HYPOCOMA|E4_HYPODRUG|E4_HYPOGLYC|E4_GLUCAGONPLUS|E4_ABNGASTRIN|E4_PANCSECNAS,,,,,E1[5-6],,,,,,,E1[5-6],,,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_HYPOCOMA,Nondiabetic hypoglycaemic coma,,,,,,,E15,2510B,$!$,,,,,E15,2510B,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_HYPODRUG,Drug-induced hypoglycaemia without coma,,,,,,,E160,2510A,$!$,,,,,E160,2510A,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_HYPOGLYC,"Hypoglycaemia, other or unspecified",,,,,,,E16[1-2],2512A|2512B|2512X,25101,,,,,E16[1-2],2512A|2512B|2512X,25101,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_GLUCAGONPLUS,Increased secretion of glucagon,,,,,,,E163,2514,$!$,,,,,E163,2514,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_ABNGASTRIN,Abnormal secretion of gastrin,,,,,,,E164,2515,25103,,,,,E164,2515,25103,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_PANCSECNAS,"Disorder of pancreatic internal secretion, other and/or unspecified",,,,,,,E16[8-9],251[8-9],2510[8-9],,,,,E16[8-9],251[8-9],2510[8-9],,,,,,,,,,,,,,,,,,,
#E4,2,,E4_ENDOGLAND,Disorders of other endocrine glands,,E4_PARATHYRO|E4_HYPERPIT|E4_HYPOPIT|E4_DIABINSIPIDUS|E4_HYPOTHALDYSF|E4_PITUDISNAS|E4_CUSHING|E4_ADRENOGEN|E4_HYPERALDO|E4_ADRENAL|E4_OVARDYS|E4_TESTIDYS|E4_DISPUB|E4_DYSPOLYGL|E4_THYMUSDIS|E4_ENDODIS,,,,,E[2-3],,,,,,,E[2-3],,,,,,,,,,,,,,,,,,,,,
#E4,C,,E4_PARATHYRO,Disorders of parathyroid gland,,E4_HYPOPARA|E4_HYPERPARA|E4_PARANAS,,,,,E2[0-1],,,,,,,E2[0-1],,,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_HYPOPARA,Hypoparathyroidism,,,,,,,E20,2521,2521,,,,,E20,2521,2521,,,,,,,,106,,,H05AA,,,,,,,,
#E4,3,,E4_HYPERPARA,Hyperparathyroidism,,,,,,,E21[0-3],2520,2520,,,,,E21[0-3],2520,2520,,,,,,,,,,,H05B,,,,,,,,
#E4,3,,E4_PARANAS,"Disorders of parathyroid gland, other and/or unspecified",,,,,,,E21[4-5],252[8-9],2529,,,,,E21[4-5],252[8-9],2529,,,,,,,,,,,,,,,,,,,
#E4,C,,E4_HYPERPIT,Hyperfunction of pituitary gland,,E4_ACROMEG|E4_HYPERPRO|E4_ANTIDIU|E4_HYPERPITNAS,,,,,E22,,,,,,,E22,,,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_ACROMEG,Acromegaly and pituitary gigantism,,,,,,,E220,2530,2530,,,25301,,E220,2530,2530,,,25301,,,,,,,,,,,,,,,,
#E4,3,,E4_HYPERPRO,Hyperprolactinaemia,,,,,,,E221,2531A,$!$,,,,,E221,2531A,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_ANTIDIU,Syndrome of inappropriate secretion of antidiuretic hormone,,,,,,,E222,2536X,$!$,,,,,E222,2536X,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_HYPERPITNAS,"Hyperfunction of pituitary gland, other and/or unspecified",,,,,,,E223,2531X,25301,,,,,E223,2531X,25301,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_HYPOPIT,Hypopituitarism,,,,,,,E230,2532,2531,,,,,E230,2532,2531,,,,,,,,101,,,,,,,,,,,
#E4,3,,E4_DIABINSIPIDUS,Diabetes insipidus,,,,,,,E232,2535,25390,,,,,E232,2535,25390,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_HYPOTHALDYSF,"Hypothalamic dysfunction, including iatrogenic, not elsewhere classified",,,,,,,E231|E233,2537,$!$,,,,,E231|E233,2537,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_PITUDISNAS,"Disorders of pituitary gland, other and/or unspecified",,,,,,,E23[6-7],253[8-9],2539,,,25390,,E23[6-7],253[8-9],2539,,,25390,,,,,,,,,,,,,,,,
#E4,3,,E4_CUSHING,Cushing syndrome,,,,,,,E24,2550|2593,2580,,,,,E24,2550,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_ADRENOGEN,Adrenoogenital disorders,,,,,,,E25,2552,2550[1-2],,,,,E25,2552,2550[1-2],,,,,,,,,,,,,,,,,,,
#E4,3,,E4_HYPERALDO,Hyperaldosteronism,,,,,,,E26,2551,25500,,,,,E26,2551,25500,,,,,,,,,,,,,,,,,,,
#E4,C,,E4_ADRENAL,Other disorders of adrenal gland,,E4_ADREACT|E4_ADDISON|E4_ADREMEDHYPER|E4_ADRENAS,,,,,E27,,,,,,,E27,,,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_ADREACT,Other adrenocortical overactivity,,,,,,,E270,2553A,25508,,,,,E270,2553A,25508,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_ADDISON,Adrenocortical insufficiency,,,,,,,E27[1-4],2554,2551,,,,,E27[1-4],2554,2551,,,,,,,,105,,,,,,,,,,,
#E4,3,,E4_ADREMEDHYPER,Adrenomedullary hyperfunction,,,,,,,E275,2556,$!$,,,,,E275,2556,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_ADRENAS,"Disorders of adrenal gland, other and/or unspecified",,,,,,,E27[8-9],255[8-9],2559,,,,,E27[8-9],255[8-9],2559,,,,,,,,,,,,,,,,,,,
#E4,C,,E4_OVARDYS,Ovarian dysfunction,,E4_ODESTRO|E4_ODANDRO|E4_POCS|E4_OVARFAIL|E4_OVARDYSNAS,,,,,E28,,,,,,,E28,,,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_ODESTRO,Ovarian dysfunction: estrogen excess,,,,,,,E280,2560,2560,,,,,E280,2560,2560,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_ODANDRO,Ovarian dysfunction: androgen excess,,,,,,,E281,2561,$!$,,,,,E281,2561,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_POCS,Polycystic ovarian syndrome,,,,,,,E282,2564,25690,,,,,E282,2564,25690,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_OVARFAIL,Primary ovarian failure,,,,,,,E283,2563,2561,,,,,E283,2563,2561,,,,,,,,ANY,E283,,,,,,,,,,
#E4,3,,E4_OVARDYSNAS,"Ovarian dysfunction, other/unspecified",,,,,,,E28[8-9],256[8-9],2569,,,25690,,E28[8-9],256[8-9],2569,,,25690,,,,,,,,,,,,,,,,
#E4,C,,E4_TESTIDYS,Testicular dysfunction,,E4_TESTICHYPER|E4_TESTICHYPO|E4_TESTICDYSNAS,,,,,E29,,,,,,,E29,,,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_TESTICHYPER,Testicular hyperfunction,,,,,,,E290,2570,2570,,,,,E290,2570,2570,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_TESTICHYPO,Testicular hypofunction,,,,,,,E291,2572,2571,,,,,E291,257[1-2],2571,,,,,,,,ANY,E291,,,,,,,,,,
#E4,3,,E4_TESTICDYSNAS,"Testicular dysfunction, other/unspecified",,,,,,,E29[8-9],257[8-9],2579,,,,,E29[8-9],257[8-9],2579,,,,,,,,,,,,,,,,,,,
#E4,C,,E4_DISPUB,Disorders of puberty,,E4_DELPUB|E4_PREPUB|E4_PUBDISNAS,,,,,E30,,,,,,,E30,,,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_DELPUB,Delayed puberty,,,,,,,E300,2590,$!$,,,,,E300,2590,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_PREPUB,Precocious puberty,,,,,,,E301,2591,$!$,,,,,E301,2591,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_PUBDISNAS,"Disorders of puberty, other/unspecified",,,,,,,E30[8-9],$!$,$!$,,,,,E30[8-9],$!$,$!$,,,,,,,,,,,,,,,,,,,
#E4,C,,E4_DYSPOLYGL,Polyglandular dysfunction,,E4_AUTOPOLYFAI|E4_POLYHYPER|E4_POLYDYSNAS,,,,,E31,,,,,,,E31,,,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_AUTOPOLYFAI,Autoimmune polyglandular failure,,,,,,,E310,2581,$!$,,,,,E310,2581,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_POLYHYPER,Polyglandular hyperfunction,,,,,,,E311,$!$,$!$,,,,,E311,$!$,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_POLYDYSNAS,"Polyglandular dysfunction, other/unspecified",,,,,,,E31[8-9],258[8-9],25810,,,,,E31[8-9],258[8-9],25810,,,,,,,,,,,,,,,,,,,
#E4,C,,E4_THYMUSDIS,Diseases of thymus,,E4_HYPERTHY|E4_ABSCTHY|E4_THYMUSDISNAS,,,,,E32,,,,,,,E32,,,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_HYPERTHY,Persistent hyperplasia of thymus,,,,,,,E320,2540,$!$,,,,,E320,2540,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_ABSCTHY,Abscess of thymus,,,,,,,E321,2541,$!$,,,,,E321,2541,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_THYMUSDISNAS,"Disease of thymus, other/unspecified",,,,,,,E32[8-9],254[8-9],25499,,,,,E32[8-9],254[8-9],25499,,,,,,,,,,,,,,,,,,,
#E4,C,,E4_ENDODIS,Other endocrine disorders,,E4_CARCISDR|E4_HYPERSEC|E4_ECTHOR|E4_SHORT|E4_TALL|E4_ANDRORESIST|E4_ENDODISNAS|E4_ENDINOTH,,,,,E3[4-5],,,,,,,E3[4-5],,,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_CARCISDR,Carcinoid syndrome,,,,,,,E340,2592,$!$,,,,,E340,2592,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_HYPERSEC,Other hypersecretion of intestinal hormones,,,,,,,E341,$!$,$!$,,,,,E341,$!$,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_ECTHOR,"Ectopic hormone secretion, not elsewhere classified",,,,,,,E342,2593,$!$,,,,,E342,2593,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_SHORT,"Short stature, not elsewhere classified",,,,,,,E343,$!$,$!$,,,,,E343,$!$,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_TALL,Constitutional tall stature,,,,,,,E344,$!$,$!$,,,,,E344,$!$,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_ANDRORESIST,Androgen resistance syndrome,,,,,,,E345,$!$,$!$,,,,,E345,$!$,$!$,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_ENDODISNAS,"Endocrine disorders, other/unspecified",,,,,,,E34[8-9],2592,2589,,,,,E34[8-9],2592,2589,,,,,,,,,,,,,,,,,,,
#E4,3,,E4_ENDINOTH,Disorders of endocrine glands in diseases classified elsewhere,,,,,,,E35,$!$,$!$,,,,,E35,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#E4,#NEURO_CM",2,,E4_MALNUTRITION,Malnutrition,,E4_KWASHIORKOR|E4_MARASMUS|E4_MARAKWASH|E4_PROTMALSEVERNAS|E4_PROTMALMODMILD|E4_PROTMALRETARD|E4_PROTMALNAS,,,,,E4,,,,,,,E4,,,,,,,,,,,,,,,,,,,,,
"#E4,#NEURO_CM",3,,E4_KWASHIORKOR,Kwashiorkor,,,,,,,E40,260,268,,,,,E40,260,268,,,,,,,,,,,,,,,,,,,
"#E4,#NEURO_CM",3,,E4_MARASMUS,Nutritional marasmus,,,,,,,E41,261,$!$,,,,,E41,261,$!$,,,,,,,,,,,,,,,,,,,
