TAGS,LEVEL,OMIT,NAME,LONGNAME,SEX,INCLUDE,PRE_CONDITIONS,CONDITIONS,OUTPAT_ICD,HD_MAINONLY,HD_ICD_10_ATC,HD_ICD_10,HD_ICD_9,HD_ICD_8,HD_ICD_10_EXCL,HD_ICD_9_EXCL,HD_ICD_8_EXCL,COD_MAINONLY,COD_ICD_10,COD_ICD_9,COD_ICD_8,COD_ICD_10_EXCL,COD_ICD_9_EXCL,COD_ICD_8_EXCL,OPER_NOM,OPER_HL,OPER_HP1,OPER_HP2,KELA_REIMB,KELA_REIMB_ICD,KELA_ATC_NEEDOTHER,KELA_ATC,KELA_VNRO_NEEDOTHER,KELA_VNRO,CANC_TOPO,CANC_TOPO_EXCL,CANC_MORPH,CANC_MORPH_EXCL,CANC_BEHAV,Special,version,PARENT,Latin
"#F5,#NEURO_CM",3,,F5_KELAMENT,Kela-cod for severe mental illness,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,DF2,,
#F5,1,,F5_PSYCH,Psychiatric diseases,,F5_ORGANIC|F5_SUBSTANCE|F5_SCHIZO|F5_MOOD|F5_NEUROTIC|F5_BEHAVE|F5_PERSOBEH|F5_MENTRET|F5_PSYCHDEV|F5_BEHEMOCHILD|F5_UNSMENDIS,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,DF2,,
#F5,2,,F5_ORGANIC,"Organic, including symptomatic, mental disorders",,F5_DEMENTIA|F5_ORGAMN|F5_DELIRIUM|F5_MENTORG|F5_PERSBEHORG|F5_UNSORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF2,,
#F5,3,,F5_DEMENTIA,Dementia,,F5_ALZHDEMENT|F5_VASCDEM|F5_DEMINOTH|F5_DEMNAS,,,,,,F0[0-3],290|3310|4378A,290,,,,,F0[0-3],290|3310|4378A,290,,,,,,,,307,,,N06D,,,,,,,,,DF3,,
#F5,4,,F5_ALZHDEMENT,Dementia in Alzheimer disease,,,,,,,,F00,$!$,29010,,,,,F00,$!$,29010,,,,,,,,,,,,,,,,,,,,DF3,,
#F5,4,,F5_DEMINOTH,Dementia in other diseases classified elsewhere,,,,,,,,F02,$!$,$!$,,,,,F02,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF3,,
#F5,4,,F5_DEMNAS,Unspecified dementia,,,,,,,,F03,290|2941,2900|29019,,,,,F03,290|2941,2900|29019,,,,,,,,,,,,,,,,,,,,DF3,F00-F03,Dementia non specificata
#F5,3,,F5_ORGAMN,"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances",,,,,,,,F04,2940,$!$,,,,,F04,2940,$!$,,,,,,,,,,,,,,,,,,,,DF3,F04-F09,Syndroma amnesticum organicum non alcoholicum neque ab aliis substantiis psychotropicis inductum
#F5,3,,F5_DELIRIUM,"Delirium, not induced by alcohol and other psychoactive substances",,,,,,,,F05,2930,$!$,,,29430,,F05,2930,$!$,,,,,,,,,,,,,,,,,,,,DF2,F04-F09,Delirium non alcoholicum neque ab aliis substantiis psychotropicis inductum
#F5,3,,F5_MENTORG,Other mental disorders due to brain damage and dysfunction and to physical disease,,,,,,,,F06,2938|2939,294|309,,,2944|2943,,F06,2938|2939,294|309,,,,,,,,,,,,,,,,,,,,DF2,F04-F09,Aliae perturbationes mentis ab laesione sive dysfunctione cerebri sive morbo somatico inductae
#F5,3,,F5_PERSBEHORG,"Personality and behavioural disorders due to brain disease, damage and dysfunction",,,,,,,,F07,310,293,,,,,F07,310,293,,,,,,,,,,,,,,,,,,,,DF2,F04-F09,"Perturbationes personae et modi se gerendi a morbo, laesione sive dysfunctione cerebri inductae"
#F5,3,,F5_UNSORG,Unspecified organic or symptomatic mental disorder,,,,,,,,F09,$!$,$!$,,,,,F09,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,F04-F09,Perturbatio mentis organica sive symptomatica non specificata
#F5,2,,F5_SUBSTANCE,Mental and behavioural disorders due to psychoctive substance use,,F5_ALCOHOL|F5_ALCOHOLAC|F5_SUBSNOALCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF2,,
#F5,3,,F5_OPIOIDS,Mental and behavioural disorders due to opioids,,,,,,,,F11,3040|3055,304[0-1],,,,,F11,3040|3055,304[0-1],,,,,,,,,,,,,,,,,,,,DF2,F10-F19,Perturbationes mentis et modi se gerendi ex usu opioidum
#F5,3,,F5_CANNABIS,Mental and behavioural disorders due to cannabinoids,,,,,,,,F12,3052|3043,3045,,,,,F12,3052|3043,3045,,,,,,,,,,,,,,,,,,,,DF2,F10-F19,Perturbationes mentis et modi se gerendi ex usu cannabinoidum
#F5,3,,F5_SEDAHYP,Mental and behavioural disorders due to sedatives or hypnotics,,,,,,,,F13,3041|3054,304[2-3],,,,,F13,3041|3054,304[2-3],,,,,,,,,,,,,,,,,,,,DF2,F10-F19,Perturbationes mentis et modi se gerendi ex usu sedativorum et hypnoticorum
#F5,3,,F5_COCAINE,Mental and behavioural disorders due to cocaine,,,,,,,,F14,3042|3056,3044,,,,,F14,3042|3056,3044,,,,,,,,,,,,,,,,,,,,DF2,F10-F19,Perturbationes mentis et modi se gerendi ex usu cocaini
#F5,3,,F5_STIMUL,"Mental and behavioural disorders due to use of other stimulants, including caffeine",,,,,,,,F15,3044|3057,3046,,,,,F15,3044|3057,3046,,,,,,,,,,,,,,,,,,,,DF2,F10-F19,Perturbationes mentis et modi se gerendi ex usu aliorum stimulantium (coffeino incluso)
#F5,3,,F5_HALLUCIN,Mental and behavioural disorders due to hallucinogens,,,,,,,,F16,3045|3053,3047,,,,,F16,3045|3053,3047,,,,,,,,,,,,,,,,,,,,DF2,F10-F19,Perturbationes mentis et modi se gerendi ex usu hallucinogenum
#F5,3,,F5_TOBAC,Mental and behavioural disorders due to tobacco,,,,,,,,F17,3051,$!$,,,,,F17,3051,$!$,,,,,,,,,,,,,,,,,,,,DF2,F10-F19,Perturbationes mentis et modi se gerendi ex usu tabaci
#F5,3,,F5_SOLVENT,Mental and behavioural disorders due to use of volatile solvents,,,,,,,,F18,3046,$!$,,,,,F18,3046,$!$,,,,,,,,,,,,,,,,,,,,DF2,F10-F19,Perturbationes mentis et modi se gerendi ex usu solventium volatilium
#F5,3,,F5_OTHERSUB,Mental and behavioural disorders due to multiple drug use and use of multiple drugs and use of other psycoactive substances,,,,,,,,F19,3059|3049,304[8-9],,,,,F19,3059|3049,304[8-9],,,,,,,,,,,,,,,,,,,,DF2,F10-F19,Perturbationes mentis et modi se gerendi ex usu medicamentorum multorum et aliarum substantiarum psychotropicarum
#F5,C,,F5_SUBSNOALCO,"Substance use, excluding alcohol",,F5_OPIOIDS|F5_CANNABIS|F5_SEDAHYP|F5_COCAINE|F5_STIMUL|F5_HALLUCIN|F5_TOBAC|F5_SOLVENT|F5_OTHERSUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF2,,
#F5,2,,F5_NEUROTIC,"Neurotic, stress-related and somatoform disorders",,F5_ALLANXIOUS|F5_PTSD|F5_STRESSOTH|F5_DISSOCIATIVE|F5_SOMATOFORM|F5_NEUROTICOTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF2,,
#F5,2,,F5_BEHAVE,Behavioural syndromes associated with physiological disturbances and physical factors,,F5_ANOREX|F5_BULIMIA|F5_EATOTH|F5_SLEEP|F5_SEXDYS|F5_MENTPUER|F5_ABUNONDEP|F5_PHYSBEHOTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF2,,
#F5,C,,F5_EATING,Eating disorders,,F5_ANOREX|F5_BULIMIA|F5_EATOTH,,,,,,F50,,,,,,,F50,,,,,,,,,,,,,,,,,,,,,,DF2,F50-F59,Perturbationes edendi
#F5,3,,F5_ANOREX,Anorexia (incl.atypical),,,,,,,,F50[0-1],7830A|3071A,784,,,,,F50[0-1],7830A|3071A,784,,,,,,,,,,,,,,,,,,,,DF2,,
#F5,3,,F5_BULIMIA,Bulimia nervosa (incl. atypical),,,,,,,,F50[2-3],3075B,$!$,,,,,F50[2-3],3075B,$!$,,,,,,,,,,,,,,,,,,,,DF2,,
#F5,3,,F5_EATOTH,Other eating disorders,,,,,,,,F50,3075,$!$,F50[0-3],3075A,,,F50,3075,$!$,F50[0-3],3075A,,,,,,,,,,,,,,,,,,DF2,F50-F59,Perturbationes edendi
#F5,3,,F5_SEXDYS,Sexual dysfunction,,,,,,,,F52,3027,$!$,,,,,F52,3027,$!$,,,,,,,,,,,,,,,,,,,,DF2,F50-F59,Perturbationes sexuales non organicae
#F5,3,,F5_MENTPUER,Mental and behauvioural disorders associated with the puerperium,2,,,,,,,F53,$!$,2944,,,,,F53,$!$,2944,,,,,,,,,,,,,,,,,,,,DF2,F50-F59,Perturbationes mentis et modi se gerendi puerperio adjunctae non alibi classificatae
#F5,3,,F5_ABUNONDEP,Abuse of non-dependence-producing substances,,,,,,,,F55,$!$,$!$,,,,,F55,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,F50-F59,Abusus substantiarum dependentiam non producentium
#F5,3,,F5_PHYSBEHOTH,Unspefcified behauvioural syndromes associated with physiological disturbances and physical factors +Phsyiological and behauvioural factors associated with disorders of diseases classified elsewhere,,,,,,,,F54|F56,316,$!$,,,,,F54|F56,316,$!$,,,,,,,,,,,,,,,,,,,,DF2,,
#F5,2,,F5_PERSOBEH,Disorders of adult personality and behaviour,,F5_PERSONALITY|F5_MIXPER|F5_PERSOCHANGE|F5_HABIT|F5_GENDER|F5_SEXPREF|F5_SEXUAL|F5_PERSOTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF2,,
#F5,3,,F5_PERSONALITY,Specific personality disorders,,F5_PARAPER|F5_SCHIZPER|F5_DISPER|F5_EMOPER|F5_HISPER|F5_ANAPER|F5_ANXPER|F5_DEPPER|F5_OTHPER,,,,,,F60,,,,,,,F60,,,,,,,,,,,,,,,,,,,,,,DF2,F60-F62,Perturbationes personalitatis specificae
#F5,4,,F5_PARAPER,Paranoid personality disorder,,,,,,,,F600,3010,3010,,,,,F600,3010,3010,,,,,,,,,,,,,,,,,,,,DF2,F60,Personalitas paranoides
#F5,4,,F5_SCHIZPER,Schizoid personality disorder,,,,,,,,F601,3012,3012,,,,,F601,3012,3012,,,,,,,,,,,,,,,,,,,,DF2,F60,Personalitas schizoides
#F5,4,,F5_DISPER,Dissocial personality disorder,,,,,,,,F602,3017,3017,,,,,F602,3017,3017,,,,,,,,,,,,,,,,,,,,DF2,F60,Personalitas dissocialis
#F5,4,,F5_EMOPER,Emotionally unstable personality disorder,,,,,,,,F603,3018D,3013,,,,,F603,3018D,3013,,,,,,,,,,,,,,,,,,,,DF2,F60,Personalitas (emotionaliter) instabilis
#F5,4,,F5_HISPER,Histrionic personality disorder,,,,,,,,F604,3015,3015,,,,,F604,3015,3015,,,,,,,,,,,,,,,,,,,,DF2,F60,Personalitas histrionica
#F5,4,,F5_ANAPER,Anankastic personality disorder,,,,,,,,F605,$!$,3014,,,,,F605,$!$,3014,,,,,,,,,,,,,,,,,,,,DF2,F60,Personalitas anancastica
#F5,4,,F5_ANXPER,Anxious personality disorder,,,,,,,,F606,3018C,$!$,,,,,F606,3018C,$!$,,,,,,,,,,,,,,,,,,,,DF2,F60,Personalitas anxifera
#F5,4,,F5_DEPPER,Dependent personality disorder,,,,,,,,F607,3016,3016,,,,,F607,3016,3016,,,,,,,,,,,,,,,,,,,,DF2,F60,Personalitas dependens
#F5,4,,F5_OTHPER,Other specified and unspecified personality disorders,,,,,,,,F60[8-9],3018B|3018E|3019X,30188|3019,,,,,F60[8-9],3018B|3018E|3019X,30188|3019,,,,,,,,,,,,,,,,,,,,DF2,,
#F5,3,,F5_MIXPER,Mixed and other personality disorders,,,,,,,,F61,$!$,$!$,,,,,F61,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,F60-F62,Perturbationes personalitatis mixtae et aliae
#F5,3,,F5_PERSOCHANGE,Enduring personality changes,,,,,,,,F62,$!$,$!$,,,,,F62,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,F60-F62,Commutationes personalitatis persistentes non laesioni neque morbo cerebri ascribendae
#F5,3,,F5_HABIT,Habit and impulse disorders,,,,,,,,F63,312,$!$,,,,,F63,312,$!$,,,,,,,,,,,,,,,,,,,,DF2,F63-F69,Perturbationes habituum et impulsuum
#F5,3,,F5_GENDER,Gender identity disorders,,,,,,,,F64,3023|302[5-6],3023,,,,,F64,3023|302[5-6],3023,,,,,,,,,,,,,,,,,,,,DF2,F63-F69,Perturbationes identitatis generis
#F5,3,,F5_SEXPREF,Disorders of sexual preference,,,,,,,,F65,302[1-2]|3024|3028|3029,302,,,3023,,F65,302[1-2]|3024|3028|3029,302,,,3023,,,,,,,,,,,,,,,,,DF2,F63-F69,Perturbationes praeferentiae sexualis
#F5,3,,F5_SEXUAL,Phsyiological and behauvioural disorders associated with sexual development and orientation,,,,,,,,F66,3020,$!$,,,,,F66,3020,$!$,,,,,,,,,,,,,,,,,,,,DF2,F63-F69,Perturbationes psychologicae et modi se gerendi ad formationem et orientationem sexualem adjunctae
#F5,3,,F5_PERSOTH,Other and unspecified disorders of adult personality and behauviour,,,,,,,,F6[8-9],$!$,$!$,,,,,F6[8-9],$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,,
#F5,2,,F5_MENTRET,Mental retardation,,F5_MILDRET|F5_MODRET|F5_SEVRET|F5_PRORET|F5_OTHRET|F5_KELARET,,,,,,F7,,,,,,,F7,,,,,,,,,,,,,,,,,,,,,,DF2,,
#F5,3,,F5_MILDRET,Mild mental retardation,,,,,,,,F70,3170,311,,,,,F70,3170,311,,,,,,,,,,,,,,,,,,,,DF2,F70-F79,Retardatio mentalis levis
#F5,3,,F5_MODRET,Moderate mental retardation,,,,,,,,F71,3180,312,,,,,F71,3180,312,,,,,,,,,,,,,,,,,,,,DF2,F70-F79,Retardatio mentalis moderata
#F5,3,,F5_SEVRET,Severe mental retardation,,,,,,,,F72,3181,313,,,,,F72,3181,313,,,,,,,,,,,,,,,,,,,,DF2,F70-F79,Retardatio mentalis gravis
#F5,3,,F5_PRORET,Profound mental retardation,,,,,,,,F73,3182,314,,,,,F73,3182,314,,,,,,,,,,,,,,,,,,,,DF2,F70-F79,Retardatio mentalis profunda
#F5,3,,F5_OTHRET,Other and unspecified mental retardation,,,,,,,,F7[8-9],3199,315,,,,,F7[8-9],3199,315,,,,,,,,,,,,,,,,,,,,DF2,,
#F5,3,,F5_KELARET,Kela-code for behavioural disturbances in mental retardation,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,DF2,,
#F5,2,,F5_PSYCHDEV,Disorders of psychological developtment,,F5_SPEECH|F5_SCHOLA|F5_MOTOR|F5_MIXEDDEV|F5_AUTISM|F5_PERVASIVE|F5_PSYCHDEVOTH,,,,,,F8,,,,,,,F8,,,,,,,,,,,,,,,,,,,,,,DF2,,
#F5,3,,F5_SPEECH,Specific development disorders of speech and language,,,,,,,,F80,3153,3060,,,,,F80,3153,3060,,,,,,,,,,,,,,,,,,,,DF2,F80-F89,Perturbationes specificae progressus dictionis et linguae
#F5,3,,F5_SCHOLA,Specific development disorders of scholastic skills,,,,,,,,F81,315[0-2],3061,,,,,F81,315[0-2],3061,,,,,,,,,,,,,,,,,,,,DF2,F80-F89,Perturbationes specificae progressionis facultatis discendi
#F5,3,,F5_MOTOR,Specific developmental disorder of motor function,,,,,,,,F82,3154,$!$,,,,,F82,3154,$!$,,,,,,,,,,,,,,,,,,,,DF2,F80-F89,Perturbatio specifica progressus functionis motoricae
#F5,3,,F5_MIXEDDEV,Mixed specific developmental disorders,,,,,,,,F83,$!$,$!$,,,,,F83,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,F80-F89,Perturbationes progressus specificae mixtae
#F5,3,,F5_AUTISM,Autism,,,,,,,,F84[0-1]|F845,2990,$!$,,,,,F84[0-1]|F845,2990,$!$,,,,,,,,,,,,,,,,,,,,DF2,,
#F5,3,,F5_PERVASIVE,Pervasive developmental disorders excl. Autism + Asperger,,,,,,,,F84,2998|2999B,$!$,F84[0-1]|F845,,,,F84,2998|2999B,$!$,F84[0-1]|F845,,,,,,,,,,,,,,,,,,,DF2,F80-F89,Perturbationes formationales pervasivae (in pueritia)
#F5,3,,F5_PSYCHDEVOTH,Other and unspecified disorders of psychological development,,,,,,,,F8[8-9],3159,$!$,,,,,F8[8-9],3159,$!$,,,,,,,,,,,,,,,,,,,,DF2,,
#F5,,,AUD,"Alcohol use disorder, ICD-based",,,,,,,,F10[1-2],303,303,,,,,F10[1-2],303,303,,,,,,,,,,,,,,,,,,,,DF5,,
#F5,,,ALCODELIRIUM,Alcohol withdrawal state with delirium ,,,,,,,,F104,2912A,29100,,,,,F104,2912A,29100,,,,,,,,,,,,,,,,,,,,DF5,,
"#F5,#RX",,,ERECTILE_DYSFUNCTION,Erectile dysfunction,1,,,!ERECTILE_EXCLUSION,,,,,,,,,,,,,,,,,,,,,,,,G04BE,,,,,,,,,DF4,,
#F5_CM,,2,ERECTILE_EXCLUSION,"Erectile dysfunction, exclusion",1,,,,,,,I270,416[0|8],$!$,,,,,I270,416[0|8],$!$,,,,,,,,,,,,,,,,,,,,DF4,I27,Hypertensio pulmonalis primaria
"#F5,#ADVERSE",C,,F5_ABUNONDEP_ADVERSE,"Abuse of non-dependence-producing substances, drug-induced",,,,,,,ANY,F55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,F50-F59,Abusus substantiarum dependentiam non producentium
#F5,,,F5_DEMENTIA_INCLAVO,"Dementia, including avohilmo",,F5_DEMENTIA,,,F0[0-3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,,
"#G6,#ASTHMA_CM,#GASTRO_CM,#ILD_CM,#NEURO",3,,G6_SLEEPAPNO,Sleep apnoea,,,,,,,,G473,3472,$!$,,,,,G473,3472,$!$,,,,,,,,,,,,,,,,,,,,DF2,G47,Apnoea intrasomnalis
"#G6,#OPHTAL_CM,#GASTRO_CM,#NEURO",3,,G6_PARKINSON,Parkinson's disease,,,,,,,,G20,3320A,34200,,,,,G20,3320A,34200,,,,,,,,110,,,,,,,,,,,,DF2,G20-G26,Morbus Parkinson
"#G6,#OPHTAL_CM,#NEURO",,,G6_AD_WIDE,"Alzheimer’s disease, wide definition",,F5_ALZHDEMENT,,,,,,G30|F00,3310,29010,,,,,G30|F00,3310,29010,,,,,,,,307,G30|F00|3110,,N06D,,,,,,,,,DF3,,
"#G6,#GASTRO_CM",2,,G6_NEUINFL,Inflammatory diseases of the central nervous system,,G6_MENINGBACT|G6_MENINGVIR|G6_MENINGOTH|G6_ADEM|G6_ENCEPHBACT|G6_ENCEPHOTH|G6_CNSABSC|G6_CNSPHLEB|G6_NEUROINFSEQ,,,,,,G0,,,,,,,G0,,,,,,,,,,,,,,,,,,,,,,DF2,,
"#G6,#GASTRO_CM,#NEURO_CM",3,,G6_MENINGBACT,Bacterial meningitis,,,,,,,,G0[0-1],320,320,,,,,G0[0-1],320,320,,,,,,,,,,,,,,,,,,,,DF2,,
"#G6,#GASTRO_CM,#NEURO_CM",3,,G6_MENINGVIR,Viral meningitis,,,,,,,,G020,$!$,$!$,,,,,G020,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,,
"#G6,#GASTRO_CM,#NEURO_CM",3,,G6_MENINGOTH,Other meningitis,,,,,,,,G0[2-3],322,$!$,G020,,,,G0[2-3],322,$!$,G020,,,,,,,,,,,,,,,,,,,DF2,,
"#G6,#GASTRO_CM,#NEURO_CM",3,,G6_ADEM,Acute disseminated encephalitis/encephalomyelitis,,,,,,,,G040,3235A,32300,,,,,G040,3235A,32300,,,,,,,,,,,,,,,,,,,,DF2,G04,Encephalitis disseminata acuta
"#G6,#GASTRO_CM,#NEURO_CM",3,,G6_ENCEPHBACT,Bacterial meningoecephalitis and meningomyelitis,,,,,,,,G042|G050,3238A,$!$,,,,,G042|G050,3238A,$!$,,,,,,,,,,,,,,,,,,,,DF2,,
"#G6,#GASTRO_CM,#NEURO_CM",3,,G6_ENCEPHOTH,Other encephalitis,,,,,,,,G041|G04[8-9]|G05,3238B|3238X,3230[8-9],G050,,,,G041|G04[8-9]|G05,3238B|3238X,3230[8-9],G050,,,,,,,,,,,,,,,,,,,DF2,,
"#G6,#GASTRO_CM",3,,G6_CNSABSC,Intracranial and intraspinal abscess and granuloma,,,,,,,,G06|G07,324,322,,,,,G06|G07,324,322,,,,,,,,,,,,,,,,,,,,DF2,,
"#G6,#GASTRO_CM",3,,G6_CNSPHLEB,Intracranial and intraspinal phlebitis and thrombophlebitis,,,,,,,,G08,325,321,,,,,G08,325,321,,,,,,,,,,,,,,,,,,,,DF2,G00-G09,Phlebitis/thrombophlebitis intracranialis/intraspinalis
"#G6,#GASTRO_CM",3,,G6_NEUROINFSEQ,Sequlae of inflammatory diseases of the central nervous system,,,,,,,,G09,326,324,,,,,G09,326,324,,,,,,,,,,,,,,,,,,,,DF2,G00-G09,Sequelae morborum inflammatoriorum systematis nervosi centralis
"#G6,#GASTRO_CM",2,,G6_NEUATR,Systemic atrophies primarly affecting the central nervous system,,G6_HUNTINGTON|G6_HERATAXIA|G6_INFAMUSC|G6_OTHINMUSC|G6_ALS|G6_SPINAMUSCOTH|G6_POSTPOLIO,,,,,,G1,,,,,,,G1,,,,,,,,,,,,,,,,,,,,,,DF2,,
"#G6,#GASTRO_CM",3,,G6_HUNTINGTON,Huntington disease,,,,,,,,G10,3334A,33100,,,,,G10,3334A,33100,,,,,,,,,,,,,,,,,,,,DF2,G10-G13,Morbus Huntington
"#G6,#GASTRO_CM",3,,G6_HERATAXIA,Hereditary ataxia,,,,,,,,G11,334,332,,,,,G11,334,332,,,,,,,,,,,,,,,,,,,,DF2,G10-G13,Ataxia hereditaria
"#G6,#GASTRO_CM,#NEURO",3,,G6_INFAMUSC,Infantile muscular atrophy,,,,,,,,G120,3350A,33010,,,,,G120,3350A,33010,,,,,,,,,,,,,,,,,,,,DF2,G12,"Atrophia musculorum spinalis infantilis, typus I (Werdnig-Hoffmann)"
"#G6,#GASTRO_CM,#NEURO",3,,G6_OTHINMUSC,Other inherited muscular atrophy,,,,,,,,G121,3351A,$!$,,,,,G121,3351A,$!$,,,,,,,,,,,,,,,,,,,,DF2,G12,Alia atrophia musculorum spinalis congenita
"#G6,#GASTRO_CM,#NEURO",3,,G6_ALS,Motor neuron disease,,,,,,,,G122,3352A,348[0-1]|34821,,,,,G122,3352A,348[0-1]|34821,,,,,,,,,,,,,,,,,,,,DF2,G12,Morbus motoneuronalis
"#G6,#GASTRO_CM,#NEURO",3,,G6_SPINAMUSCOTH,Other and unspecified spinal muscular atrophies,,,,,,,,G12[8-9]|G13,335,34829|3489,,3350A|3351A|3352A,,,G12[8-9]|G13,335,34829|3489,,,,,,,,,,,,,,,,,,,,DF2,,
"#G6,#GASTRO_CM",3,,G6_POSTPOLIO,Postpolio syndrome,,,,,,,,G14,138,4499,,,,,G14,138,4499,,,,,,,,,,,,,,,,,,,,DF2,,
"#G6,#GASTRO_CM",2,,G6_XTRAPYR,Extrapyramidal and movement disorders,,G6_PARKINSON|G6_PARKSCND|G6_BASDEGENOTH|G6_DYSTON|G6_XTRAPYROTH,,,,,,G2,,,,,,,G2,,,,,,,,,,,,,,,,,,,,,,DF2,,
"#G6,#GASTRO_CM",3,,G6_PARKSCND,Secondary parkinsonism+Parkinsonism in other disease,,,,,,,,G21|G22,3321,3420[8-9],,,,,G21|G22,3321,3420[8-9],,,,,,,,,,,,,,,,,,,,DF2,,
"#G6,#GASTRO_CM",3,,G6_BASDEGENOTH,Other degenarative diseases of the basal ganglia,,,,,,,,G23,3330,$!$,,,,,G23,3330,$!$,,,,,,,,,,,,,,,,,,,,DF2,G20-G26,Alii morbi degenerativi gangliorum basalium
"#G6,#GASTRO_CM",3,,G6_DYSTON,Dystonia,,,,,,,,G24,3336,33100,,,,,G24,3336,33100,,,,,,,,,,,,,,,,,,,,DF2,G20-G26,Dystonia muscularis
"#G6,#GASTRO_CM",3,,G6_XTRAPYROTH,Other extrapyramidal and movement disorders+ in other diseases,,,,,,,,G25|G26,333,$!$,,3330|3336,,,G25|G26,333,$!$,,3330|3336,,,,,,,,,,,,,,,,,,DF2,,
"#G6,#GASTRO_CM",3,,G6_ALZHEIMER,Alzheimer disease,,,,,,,,G30,3310,$!$,,,,,G30,3310,$!$,,,,,,,,,,,,,,,,,,,,DF2,G30-G32,Morbus Alzheimer
"#G6,#GASTRO_CM,#NEURO",3,,G6_ATROPHCIRCUM,Circumscribed brain atrophy,,,,,,,,G310,3311,34791,,,,,G310,3311,$!$,,,,,,,,,,,,,,,,,,,,DF2,G31,Atrophia cerebri circumscripta
"#G6,#GASTRO_CM,#NEURO",3,,G6_DEGENSEN,"Senile degenaration of the brain, not elsewher classified",,,,,,,,G311,3312,34792,,,,,G311,3312,$!$,,,,,,,,,,,,,,,,,,,,DF2,G31,Degeneratio cerebri senilis non alibi classificata
"#G6,#GASTRO_CM,#NEURO",3,,G6_ALCODEGEN,Degeneration of the brain due to alcohol,,,,,,,,G312,$!$,$!$,,,,,G312,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,G31,Degeneratio systematis nervosi ex alcohol (aethylico)
"#G6,#GASTRO_CM,#NEURO",3,,G6_DEGENOTH,Other and unspecified degenerative diseases of nervous system,,,,,,,,G31[8-9]|G32,331[8-9],32303,,,,,G31[8-9]|G32,331[8-9],32303,,,,,,,,,,,,,,,,,,,,DF2,,
"#G6,#GASTRO_CM,#NEURO",2,,G6_DEMYEL,Demyelenating diseases of the central nervous system,,G6_MS|G6_DISSOTH|G6_OTHDEMYEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF2,,
"#G6,#GASTRO_CM,#ILD_CM,#NEURO",3,,G6_MS,MS-disease / Multiple Sclerosis,,,,,,,,G35,340,34099,,,,,G35,340,34099,,,,,,,,109,,,,,,,,,,,,DF2,G35-G37,Sclerosis multiplex
"#G6,#GASTRO_CM",3,,G6_DISSOTH,Other acute disseminated demyelination,,,,,,,,G36,3410,34101,,,,,G36,3410,34101,,,,,,,,,,,,,,,,,,,,DF2,G35-G37,Alia demyelinatio disseminata acuta
"#G6,#GASTRO_CM",3,,G6_OTHDEMYEL,Other demyelinating diseases of the central nervous system,,,,,,,,G37,341[1-9],3410[2-9],,,,,G37,341[1-9],3410[2-9],,,,,,,,,,,,,,,,,,,,DF2,G35-G37,Alii morbi demyelinantes systematis nervosi centralis
"#G6,#GASTRO_CM",2,,G6_EPIPAROX,Episodal and paroxysmal disorders,,G6_EPLEPSY|G6_STATUSEPI|G6_MIGRAINE|G6_HEADACHE|G6_SLEEPAPNO|G6_NARCOCATA|G6_SLEEPDISOTH,,,,,,G4,,,,,,,G4,,,,,,,,,,,,,,,,,,,,,,DF2,,
"#G6,#GASTRO_CM",3,,G6_EPLEPSY,Epilepsy,,,,,,,,G40,345,345,,3452|3453,34520,,G40,345,345,,3452|3453,34520,,,,,111,,,,,,,,,,,,DF2,G40-G47,
#G6,,,GE_STRICT,"Generalized epilepsy, strict definition",,GE,,!FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF3,,
#G6,,,FE_STRICT,"Focal epilepsy, strict definition",,FE,,!GE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF3,,
#G6,,,GE_MODE,"Generalized epilepsy, mode (most common among epilepsy diagnosis)",,,,,,,,%G40[0-1],%345[0-1],%345[0-1],,,34511,,%G40[0-1],%345[0-1],%345[0-1],,,34511,,,,,,,,,,,,,,,,,DF3,,
