AB1_AMOEBIASIS	Amoebiasis
N14_GLOMERULAR	Glomerular diseases
N14_HABITABORT	Habitual aborter
N14_HYDROCELE	Hydrocele
N14_HYDRONEPHR	Hydronephrosis
N14_HYPERTROPHYBREAST	Hypertrophy of breast
N14_IMPOTENCE	Impotence
N14_INFCERVIX	Inflammatory disease of cervix uteri
N14_INFLAMALEGEN	"Inflammatory disorders of male genital organs, not elsewhere classified"
N14_INFLAMMBREAST	Inflammatory disorders of breast
N14_INFLUTH	Inflammatory disease of uterus
N14_ISOLPROTEINURIA	Isolated proteinuria with specified morphological lesion
N14_ISOLPROTEINURIA_ADVERSE	"Isolated proteinuria with specified morphological lesion, drug-induced"
N14_KIDUROTH	Other disorders of kidney and ureter
N14_LUMPNASBREAST	Unspecified lump in breast
N14_MALEGEN	Diseases of male genital organs
N14_MALEINFERT	Male infertility
N14_MENOPAUSOT	Other menopausal disorders
N14_MESNRUIRREG	"Excessive, freguent and irrelgular menstruation"
N14_NEPHRITICNAS	Unspesified nephritic syndrome
N14_NEPHRITICNAS_ADVERSE	"Unspesified nephritic syndrome, drug-induced"
N14_NEPHROTICSYND	Nephrotic syndrome
N14_NEUROMUSCDYSBLADD	Neuromuscular dysfuntion of bladder
N14_OBSTRUREFLUROPATH	Other obstructive and reflux uropathy
N14_OLIGOMEN	Oligomenorrhoea
N14_ORHCEPINDIDYMITIS	Orchitis and epididymitis
N14_OTHBLADD	Other disorders of  bladder
N14_OTHDISMALEGEN	Other disorders of male genital organs
N14_OTHETNASKIDUR	Other specified disorders of kidney and ureter
N14_OTHFEMPELINF	Other female pelvic inflammatory diseases
N14_OTHINFVAGVULV	Other inflammation of vagina/vulva
N14_OTHNONINFCERVIX	Other noninflammatory disorders of cervix uteri
N14_OTHNONINFOVA	"Other and unspesified noninflammatory disorders of ovary, fallopian tube and broad ligament"
N14_OTHNONINFUTER	"Other noninflammatory disorders of uterus, except cervix"
N14_OTHNONINFVAG	Other noninflammatory disorders of vagina
N14_OTHNONINFVULV	Other noninflammatory disorders of vulva and perineum
N14_OTHPENIS	Other disorders of penis
N14_OVARTORS	"Torsion of ovary, ovarian pedicle and fallobian tube"
N14_OVARYCYST	Ovarian cyst
N14_PHIMOSIS	"Redundant prepuce, phimosis and paraphimosis"
N14_POLYPFEMGEN	Polyp of the female genital tract
N14_POSTMENATRVAG	Postmenopausal atrophic vaginitsi
N14_POSTMENBLEED	Postmenopausal bleeding
N14_PROHERNOV	Prolapse and hernia of ovary and fallopian tube
N14_PROSTAOTH	Other disorders of prostate
N14_PROSTATITIS	Inflammatory diseases of prostate (prostatitis)
N14_PROSTHYPERPLA	Hyperplasia of prostate
N14_PYELONEPHR	Acute tubulo-interstitial nephritis
N14_RECURANDPERHEAMATUR	Recurrent and persistent haematuria
N14_RECURANDPERHEAMATUR_ADVERSE	"Recurrent and persistent haematuria, drug-induced"
N14_RENALTUB	Renal tubulo-intestitial diseases
N14_RENALTUBULOINOTH	Renal tubulo-interstitial disorders in diseases classified elsewhere
N14_RENALTUBULOOTH	Other renal tubulo-interstitial diseases
N14_RENFAIL	Renal failure
N14_RENFAILNAS	Unspesified kidney failure
N14_SALPHOOPH	Salphingitis and oophoritis
N14_SPERMATOCELE	Spermatocele
N14_TORSIOTEST	Torsion of testis
N14_TUBULOINTNEPHRNAS	"Tubulo-interstitial nephritis, not spesified as acute or chronic"
N14_ULCERVAGVUL	Ulcer of vagina/vulva
N14_URETHRALSTRICT	Urethral stricture
N14_URETHRAOTH	Other disorders of urethra and urinary system
N14_URETHRITISANDURSYNDR	Urehtritis and urethral syndrome
N14_URINOTH	Other diseases of urinary system
N14_UROLITHIASIS	Urolithiasis
N14_VAGINITIS	Vaginitis/vulvovaginitis/vulvitis/abscess of vulva
N14_VULVOVAGINFINOTH	Vulvovaginal ulceration/inflammation in other diseases
NAFLD	Nonalcoholic fatty liver disease
NECROVASC_FG	Other necrotizing vasculopathies (FG)
NEPHROPATHY_OPER	Nephropathy related operations
NEURODEGOTH	Other degenerative diseases of the nervous system
NEURODIS	Neurological diseases
NEURO_COMORBIDITIES	Co-morbidities of interest (NEURO)
NIV	Non-invasive ventilation
NONALLERG_ASTHMA	Non-allergic asthma (mode)
NONALLERG_ASTHMA_EXMORE	Non-allergic asthma (mode) (more controls excluded)
O15_ABORT_FAILED	Failed attempted abortion
O15_ABORT_MEDICAL	Medical abortion
O15_ABORT_OTHER	Other abortion
O15_ABORT_SPONTAN	Spontaneous abortion
O15_ABORT_UNS	Unspecified abortion
O15_AMNIOT_OTHER	Other disorders of amniotic fluid and membranes
O15_ANTENAT_ABNORM	Abnormal findings on antenatal screening of mother
O15_ANTEPART_HAEM_NAS	"Antepartum haemorrhage, not elsewhere classified"
O15_BIRTH_BREAT_INFECT	Infections of breast associated with childbirth
O15_BREAST_LACT_OTHER_DIS	Other disorders of breast and lactation associated with childbirth
O15_COMPLIC_ABORT_ECTOP_MOLAR	Complications following abortion and ectopic and molar pregnancy
O15_COMPLIC_LAB_DELIV	Complications of labour and delivery
O15_COMPLIC_PUERP	Complications predominantly related to the puerperium
O15_CONCEPT_ABNORM	Other abnormal products of conception
O15_DELIVERY	Delivery
O15_DELIV_CAESAR	Single delivery by caesarean section
O15_DELIV_FORCEP_VAC	Single delivery by forceps and vacuum extractor
O15_DELIV_MULTIP	Multiple delivery
O15_DELIV_OTHER_ASSIST	Other assisted single delivery
O15_DELIV_PERIN_LACER	Perineal laceration during delivery
O15_DELIV_SPONT	Single spontaneous delivery
O15_ECLAMPSIA	Eclampsia
O15_EXCESS_VOMIT_PREG	Excessive vomiting in pregnancy
O15_EXIST_HYPERT_COMPLIC	"Pre-existing hypertension complicating pregnancy, childbirth and the puerperium"
O15_FAILED_INDUCT	Failed induction of labour
O15_FALSE_LAB	False labour
O15_GESTAT_HYPERT	Gestational [pregnancy-induced] hypertension
O15_GESTAT_OEDEM_PREINUR	Gestational [pregnancy-induced] oedema and proteinuria without hypertension
O15_HAEMORRH_EARLY_PREG	Haemorrhage in early pregnancy
O15_HYPTENSPREG	Pregnancy hypertension
O15_ICP	Intrahepatic Cholestasis of Pregnancy (ICP)Ê
O15_ICP_EXMORE	Intrahepatic Cholestasis of Pregnancy (ICP)Ê (more controls excluded)
O15_ICP_WIDE	"Intrahepatic Cholestasis of Pregnancy (ICP)Ê, incl. ICD-8"
O15_LABOUR_ABNORM_FORCES	Abnormalities of forces of labour
O15_LABOUR_FETAL_STRESS	Labour and delivery complicated by fetal stress [distress]
O15_LABOUR_INTRAPART_HAEMORRH	"Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified"
O15_LABOUR_LONG	Long labour
O15_LABOUR_MALPOS	Obstructed labour due to malposition and malpresentation of fetus
O15_LABOUR_OBSTR_OTHER	Other obstructed labour
O15_LABOUR_OTHER	"Other complications of labour and delivery, not elsewhere classified"
O15_LABOUR_PELVIC_ABNORM	Obstructed labour due to maternal pelvic abnormality
O15_LABOUR_UMBILICAL	Labour and delivery complicated by umbilical cord complications
O15_MATERN_CARE	Maternal care related to the fetus and amniotic cavity and possible delivery problems
O15_MATERN_CARE_DISPROP	Maternal care for known or suspected disproportion
O15_MATERN_CARE_FETAL_ABNORM	Maternal care for known or suspected fetal abnormality and damage
O15_MATERN_CARE_OTHER	Maternal care for other known or suspected fetal problems
O15_MATERN_CARE_PELVIC_ABNORM	Maternal care for known or suspected abnormality of pelvic organs
O15_MATERN_HYPERT_UNS	Unspecified maternal hypertension
O15_MATERN_INFECT_ELSEWHERE	"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and  the puerperium"
O15_MAT_CARE_MALPRESENT	Maternal care for known or suspected malpresentation of fetus
O15_MEMBR_PREMAT_RUPT	Premature rupture of membranes
O15_MULTIP_GEST	Multiple gestation
O15_OBSTET_NAS	"Other obstetric conditions, not elsewhere classified"
O15_OBSTET_TRAUMA_OTHER	Other obstetric trauma
O15_OEDEM_PROTUR_HYPERT	"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"
O15_OTHER_MATERN_DIS_ELSEWHERE	"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium"
O15_PLAC_DISORD	Placental disorders
O15_PLAC_PRAEVIA	Placenta praevia
O15_PLAC_PREMAT_SEPAR	Premature separation of placenta [abruptio placentae]
O15_POLYHYDR	Polyhydramnios
O15_POSTPART_DEPR	Postpartum depression
O15_POSTPART_HEAMORRH	Postpartum haemorrhage
O15_PREECLAMPS	Pre-eclampsia
O15_PREECLAMPS_CHRONIC_HYPERT	Pre-eclampsia superimposed on chronic hypertension
O15_PREG_ABORT	Pregnancy with abortive outcome
O15_PREG_BIRTH_PUERP	"Pregnancy, childbirth and the puerperium"
O15_PREG_DM	Diabetes mellitus in pregnancy
O15_PREG_ECTOP	Ectopic pregnancy
O15_PREG_GU_INFECT	Infections of genitourinary tract in pregnancy
O15_PREG_HYDAT	Hydatidiform mole
O15_PREG_MATERN_CARE	Maternal care for other conditions predominantly related to pregnancy
O15_PREG_OTHER_MAT_DISORD	Other maternal disorders predominantly related to pregnancy
O15_PREG_PROLONGED	Prolonged pregnancy
O15_PREG_VENOUS_HAEMORRH	Venous complications and haemorrhoids in pregnancy
O15_PRETERM	Preterm labour and delivery
O15_PRE_OR_ECLAMPSIA	Pre-eclampsia or eclampsia
O15_PUERP_COMPL_NAS	"Complications of the puerperium, not elsewhere classified"
O15_PUERP_INFECT_OTHER	Other puerperal infections
O15_PUERP_SEPSIS	Puerperal sepsis
O15_RETAINED_PLAC_MEMB_NO_HEAMORRH	"Retained placenta and membranes, without haemorrhage"
O15_VENOUS_COMPLIC	Venous complications and haemorrhoids in the puerperium
OFFICIAL_TILASTOKESKUS	"Alcohol related diseases, tilastokeskus definition"
OPER_ARTIF_JOINT_MENISC_RESECT	"Articial joint operation, menisceal resection"
OPER_ARTIF_JOINT_REOP	Artificial joint re-operation
OPER_COLECTOMY	Colectomy operation
OPER_JFH	Total colectomy
OPER_SFA	Direct fill therapy
OPER_SGA	Opening and dilatation of root channel of tooth
OPER_SGB	Filling of root of tooth
OPER_SGC	Other interventions on the root canals of the tooth
OPER_SHA03	Correction of physiology of bite - demanding therapy visit
OPER_SHA04	Correction of physiology of bite - very demanding therapy visit
OPER_SHB00	Prepation and fitting of bite rail to mouth
OPER_TOTAL_COLECTOMY	Total colectomy operation
OSTEON_DRUGS	Osteonecrosis due to drugs
OSTEOPOROSIS_FRACTURE_FG	Osteoporosis with pathological fracture (FG)
OSTPOPATFRACTURE	Drug-induced osteoporosis with pathological fracture
OSTPOPATFRCTURE_POSTEMENO	Postmenopausal osteoporosis with pathological fracture
OTHER_DRUGADVERS_SECONDA_PARKINSONI	Other drug-induced secondary parkinsonism
OTHER_ILD_CVD_COMORB	Other ILD-related CVD-co-morbidities
OTHER_SYSTCON_FG	Other systemic involvement of connective tissue (FG)
P16_DIGES_SYSTEM_DISORD_FETUS_NEWBO	Digestive system disorders of fetus and newborn
P16_DISORD_RELATED_GESTATION_LOW_BIRTHWGHTT_NECIFIED	"Disorders related to short gestation and low birth weight, not elsewhere classified"
P16_DISORD_RELATED_LENGTH_GESTATION_FETAL_GROWTH	Disorders related to length of gestation and fetal growth
P16_FET_NEWB_MATERN_FACTO_COMPLICATIO_PREGNAC_LABOUR_DELIV	"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery"
P16_HAEMORRHAGIC_HAEMATOL_DISORD_FETUS_NEWBO	Haemorrhagic and haematological disorders of fetus and newborn
P16_INFECTIONS_SPECIFIC_PERINA_PERIOD	Infections specific to the perinatal period
P16_MECONIUMI_CAUSED_CYSTIC_FIBROSIS	Meconiumileus caused by cystic fibrosis
P16_NEONTAL_JAUND_OTH_UNSP_CAUSES	Neonatal jaundice from other and unspecified causes
P16_OTH_DISORD_ORIGINA_PERINA_PERIOD	Other disorders originating in the perinatal period
P16_RESPI_CARDIOV_DISORD_SPECIFIC_PERINA_PERIOD	Respiratory and cardiovascular disorders specific to the perinatal period
P16_RESPI_DISTR_NEWBO	Respiratory distress of newborn
P16_TRANSITO_DISORD_CARBOH_METABOLISM_SPECIFIC_FETUS_NEWBO	Transitory disorders of carbohydrate metabolism specific to fetus and newborn
P16_TRANSITO_ENDOCR_METABOLIC_DISORD_SPECIFIC_FETUS_NEWBO	Transitory endocrine and metabolic disorders specific to fetus and newborn
PACEMAKER	Pacemaker
PAIN	"Pain (limb, back, neck, head abdominally)"
PANCREATITIS	Acute pancreatis (for exclusion)
PAR	Peripheral arterial reconstruction
PD2ND	Secondary parkinsonism
PD2ND_EXMORE	Secondary parkinsonism (more controls excluded)
PDSTRICT	"Parkinson's disease, strict definition"
PDSTRICT_EXMORE	"Parkinson's disease, strict definition" (more controls excluded)
PD_DEMENTIA	Dementia due to Parkinsons disease
PD_DEMENTIA_EXMORE	Dementia due to Parkinsons disease (more controls excluded)
PHLEBI_THROMBOP_LOWER_EXTREMITI_UNSPE	"Phlebitis and thrombophlebitis of lower extremities, unspecified, drug-induced"
PNEUMOBACTKNOWN	Bacterial pneumonia (organism specified)
PNEUMONIA	Pneumonias (Asthma/COPD co-morbidities)
PNEUMO_SEPTHICHE	Pneumococcal septichemia
POLLENALLERG	Pollen allergy
POLYCYTVERA	Polycythaemia vera
POLYPECTOMY	Polypectomy (DHB20)
PRIM_COXARTHROSIS	"Primary coxarthrosis, bilateral"
PRIM_KNEEARTHROSIS	"Primary gonarthrosis, bilateral"
PSORI_STRICT	"Psoriasis (vulgaris), strict definition"
PSOR_ARTHR_OTH	Other psoriatic arthropathies
PSOR_ENTE_ARTHR	Psoriatic and enteropathic arthropathies
PULMONARYDG	Other pulmonary diagnosis
PULM_ANXIETY	Anxiety (asthma-related co-morbidities)
PULM_IMMUNECOMORB	Immune disease comorbidities
PULM_INFECTIONS	COPD/asthma/ILD related infections
PULM_MEDICATIO_COMORB	Medication related adverse effects (Asthma/COPD)
PULM_PNEUMONIA_SEPSIS	COPD/asthma/ILD related pneumonia or pneumonia derived septichaemia
PULM_PSYCH_COMORB	Psychiatric comorbidites (Asthma/COPD)
Q17_ANKYLOGLOSSIA	Ankyloglossia
Q17_CHEFT_HARD_PALATE_NOS	Cheft hard palate NOS
Q17_CHROMOSOMAL_ABNORMALITI_NOT_ELSEW_CLASSIFIED	"Chromosomal abnormalities, not elsewhere classified"
Q17_CLEFT_AND_CARIES	Clefts and caries
Q17_CLEFT_HARD_PALATE_W_CLEFT_LIP_UNILA	"Cleft hard palate with cleft lip, unilateral"
Q17_CLEFT_LIP_CLEFT_PALATE	Cleft lip and cleft palate
Q17_CLEFT_PALATE	Cleft palate
Q17_CL_AND_CLP	CL and CLP
Q17_CONGEN_DEFORMITI_FEET	Congenital deformities of feet
Q17_CONGEN_DEFORMITI_HIP	Congenital deformities of hip
Q17_CONGEN_MALFO_ANTER_SEGMENT_EYE	Congenital malformations of anterior segment of eye
Q17_CONGEN_MALFO_AORTIC_MITRAL_VALVES	Congenital malformations of aortic and mitral valves
Q17_CONGEN_MALFO_BREAST	Congenital malformations of breast
Q17_CONGEN_MALFO_CARDIAC_CHAMB_CONNECTIO	Congenital malformations of cardiac chambers and connections
Q17_CONGEN_MALFO_CARDIAC_SEPTA	Congenital malformations of cardiac septa
Q17_CONGEN_MALFO_CIRCULATO_SYSTEM	Congenital malformations of the circulatory system
Q17_CONGEN_MALFO_DEFORMAT_MUSCULOS_SYSTEM	Congenital malformations and deformations of the musculoskeletal system
Q17_CONGEN_MALFO_EYELID_LACRIMAL_APPARA_ORBIT	"Congenital malformations of eyelid, lacrimal apparatus and orbit"
Q17_CONGEN_MALFO_EYE_EAR_FACE_NECK	"Congenital malformations of eye, ear, face and neck"
Q17_CONGEN_MALFO_GALLB_BILE_DUCTS_LIVER	"Congenital malformations of gallbladder, bile ducts and liver"
Q17_CONGEN_MALFO_GENITAL_ORGANS	Congenital malformations of genital organs
Q17_CONGEN_MALFO_GREAT_ARTERIES	Congenital malformations of great arteries
Q17_CONGEN_MALFO_MUSCULOS_SYSTEM_NOT_ELSEW_CLASSIFIED	"Congenital malformations of the musculoskeletal system, not elsewhere classified"
Q17_CONGEN_MALFO_NERVOUS_SYSTEM	Congenital malformations of the nervous system
Q17_CONGEN_MALFO_OVARIES_FALLOP_TUBES_BROAD_LIGAM	"Congenital malformations of ovaries, fallopian tubes and broad ligaments"
Q17_CONGEN_MALFO_PULMONARY_TRICU_VALVES	Congenital malformations of pulmonary and tricuspid valves
Q17_CONGEN_MALFO_RESPI_SYSTEM	Congenital malformations of the respiratory system
Q17_CONGEN_MALFO_SPINE_BONY_THORAX	Congenital malformations of spine and bony thorax
Q17_CONGEN_MALFO_TRACHEA_BRONCHUS	Congenital malformations of trachea and bronchus
Q17_CONGEN_MALFO_URINARY_SYSTEM	Congenital malformations of the urinary system
Q17_CONGEN_MALFO_UTERUS_CERVIX	Congenital malformations of uterus and cervix
Q17_CONGEN_MUSCULOS_DEFORMITI_HEAD_FACE_SPINE_CHEST	"Congenital musculoskeletal deformities of head, face, spine and chest"
Q17_CONGEN_OBSTRUCTIVE_DEFECTS_RENAL_PELVIS_CONGEN_MALFO_URETER	Congenital obstructive defects of renal pelvis and congenital malformations of ureter
Q17_CRANIOSYNOSTOSIS	Craniosynostosis
Q17_CYSTIC_KIDNEY_DISEA	Cystic kidney disease
Q17_EHLER_SYNDR	Ehlers-Danlos syndrome
Q17_OTHER_CONGEN_MALFO	Other congenital malformations
Q17_OTHER_CONGEN_MALFO_CIRCULATO_SYSTEM	Other congenital malformations of circulatory system
Q17_OTHER_CONGEN_MALFO_DIGES_SYSTEM1	Other congenital malformations of the digestive system
Q17_OTHER_CONGEN_MALFO_EAR	Other congenital malformations of ear
Q17_OTHER_CONGEN_MALFO_FACE_NECK	Other congenital malformations of face and neck
Q17_OTHER_CONGEN_MALFO_FEMALE_GENITALIA	Other congenital malformations of female genitalia
Q17_OTHER_CONGEN_MALFO_HEART	Other congenital malformations of heart
Q17_OTHER_CONGEN_MALFO_INTESTINE	Other congenital malformations of intestine
Q17_OTHER_CONGEN_MALFO_LIMBS	Other congenital malformations of limb(s)
Q17_OTHER_CONGEN_MALFO_MALE_GENITAL_ORGANS	Other congenital malformations of male genital organs
Q17_OTHER_CONGEN_MALFO_NERVOUS_SYSTEM	Other congenital malformations of nervous system
Q17_OTHER_CONGEN_MALFO_NOT_ELSEW_CLASSIFIED	"Other congenital malformations, not elsewhere classified"
Q17_OTHER_CONGEN_MALFO_PERIP_VASCULAR_SYSTEM	Other congenital malformations of peripheral vascular system
Q17_OTHER_CONGEN_MALFO_SKIN	Other congenital malformations of skin
Q17_OTHER_CONGEN_MALFO_TONGUE_MOUTH_PHARYNX	"Other congenital malformations of tongue, mouth and pharynx"
Q17_OTHER_OSTEOCHONDROD	Other osteochondrodysplasias
Q17_OTHER_SPECIFE_CONGEN_MALFO_SYNDR_AFFECTING_MULTIPLE_SYSTEMS	Other specified congenital malformation syndromes affecting multiple systems
Q17_PHAKOMATOSES_NOT_ELSEW_CLASSIFIED	"Phakomatoses, not elsewhere classified"
Q17_UNDES_TESTICLE	Undescended testicle
R18_ABDOMI_PELVIC_PAIN	Abdominal and pelvic pain
R18_ABNORMALITI_BREAT	Abnormalities of breathing
R18_ABNORMALITI_GAIT_MOBIL	Abnormalities of gait and mobility
R18_ABNORMALITI_HEART_BEAT	Abnormalities of heart beat
R18_ABNORMAL_BLOOD_P_READI_WO_DIAGNOSIS	"Abnormal blood-pressure reading, without diagnosis"
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_BREAST	Abnormal findings on diagnostic imaging of breast
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_CENTRAL_NERVOUS_SYSTEM	Abnormal findings on diagnostic imaging of central nervous system
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_FUNCTION_STUDI_WO_DIAGNOSIS	"Abnormal findings on diagnostic imaging and in function studies, without diagnosis"
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_LUNG	Abnormal findings on diagnostic imaging of lung
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_OTHER_BODY_STRUCTURES	Abnormal findings on diagnostic imaging of other body structures
R18_ABNORMAL_FINDI_EXAMI_BLOOD_WO_DIAGNOSIS	"Abnormal findings on examination of blood, without diagnosis"
R18_ABNORMAL_FINDI_EXAMI_OTHER_BODY_FLUIDS_SUBST_TISSU_WO_DIAGNOSIS	"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
R18_ABNORMAL_FINDI_EXAMI_URINE_WO_DIAGNOSIS	"Abnormal findings on examination of urine, without diagnosis"
R18_ABNORMAL_FINDI_NIPPLE_DISCH_SYNOVIAL_FLUID_WOUND_SECRE	Abnormal findings in nipple discharge synovial fluid wound secretions
R18_ABNORMAL_FINDI_SECRE_SMEARS_CERVIX_UTERI_VAGINA_VULVA	Abnormal findings in secretions and smears from cervix uteri vagina vulva
R18_ABNORMAL_INVOLU_MOVEM	Abnormal involuntary movements
R18_ABNORMAL_RESULTS_FUNCTION_STUDI	Abnormal results of function studies
R18_ABNORMAL_SERUM_ENZYME_LEVELS	Abnormal serum enzyme levels
R18_ABNORMAL_SPERMATOZ	Abnormal spermatozoa
R18_ABNORMAL_WEIGHT_LOSS	Abnormal weight loss
R18_ANOREXIA	Anorexia
R18_ANURIA_OLIGU	Anuria and oliguria
R18_ASCITES	Ascites
R18_CARDIAC_MURMU_OTHER_CARDIAC_SOUNDS	Cardiac murmurs and other cardiac sounds
R18_CONVU_NOT_ELSEW_CLASSIFIED	"Convulsions, not elsewhere classified"
R18_COUGH	Cough
R18_CRAMP_SPASM	Cramp and spasm
R18_DISTU_SKIN_SENSA	Disturbances of skin sensation
R18_DISTU_SMELL_TASTE	Disturbances of smell and taste
R18_DIZZI_GIDDI	Dizziness and giddiness
R18_DYSPHAGIA	Dysphagia
R18_DYSPNOEA	Dyspnoea
R18_ELEVATED_BLOOD_GLUCOSE_LEVEL	Elevated blood glucose level
R18_ELEVATED_ERYTHROCYTE_SEDIM_RATE_ABNORMALITY_PLASMA_VISCO	Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity
R18_ENLARGED_LYMPH_NODES	Enlarged lymph nodes
R18_FAECAL_INCONTINENCE	Faecal incontinence
R18_FASCICULATION	Fasciculation
R18_FEVER_OTHER_UNKNO_ORIGIN	Fever of other and unknown origin
R18_FLATU_RELATED_CONDI	Flatulence and related conditions
R18_GANGRENE_NOT_ELSEW_CLASSIFIED	"Gangrene, not elsewhere classified"
R18_GENERAL_SYMPTOMS_SIGNS	General symptoms and signs
R18_HAEMORRHAGE_NOT_ELSEW_CLASSIFIED	"Haemorrhage, not elsewhere classified"
R18_HAEMORRHAGE_RESPI_PASSA	Haemorrhage from respiratory passages
R18_HEADACHE1	Headache
R18_HEARTBURN	Heartburn
R18_HEPATOM_SPLENO_NOT_ELSEW_CLASSIFIED	"Hepatomegaly and splenomegaly, not elsewhere classified"
R18_HYPERHIDROSIS	Hyperhidrosis
R18_ILL_D_UNKNO_CAUSES_MORTA	Ill-defined and unknown causes of mortality
R18_ISOLATED_PROTEINU	Isolated proteinuria
R18_LACK_EXPEC_NORMAL_PHYSIO_DEVELOPMENT	Lack of expected normal physiological development
R18_LOCALIZED_SWELL_MASS_LUMP_SKIN_SUBCU_TISSUE	"Localized swelling, mass and lump of skin and subcutaneous tissue"
R18_MALAI_FATIG	Malaise and fatigue
R18_MOUTH_BREAT	Mouth breathing
R18_NAUSEA_VOMITI	Nausea and vomiting
R18_OEDEMA_NOT_ELSEW_CLASSIFIED	"Oedema, not elsewhere classified"
R18_OTHER_ABNORMALITI_PLASMA_PROTEINS	Other abnormalities of plasma proteins
R18_OTHER_ABNORMAL_FINDI_BLOOD_CHEMIS	Other abnormal findings of blood chemistry
R18_OTHER_ABNORMAL_FINDI_URINE	Other abnormal findings in urine
R18_OTHER_ABNORMAL_IMMUNOL_FINDI_SERUM	Other abnormal immunological findings in serum
R18_OTHER_GENERAL_SYMPTOMS_SIGNS	Other general symptoms and signs
R18_OTHER_ILL_D_UNSPE_CAUSES_MORTA	Other ill-defined and unspecified causes of mortality
R18_OTHER_LACK_COORD	Other lack of coordination
R18_OTHER_SKIN_CHANG	Other skin changes
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS	Other symptoms and signs involving the circulatory and respiratory systems
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_COGNITIVE_FUNCTIONS_AWARE	Other symptoms and signs involving cognitive functions and awareness
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN	Other symptoms and signs involving the digestive system and abdomen
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_GENERAL_SENSA_PERCEP	Other symptoms and signs involving general sensations and perceptions
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS	Other symptoms and signs involving the nervous and musculoskeletal systems
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM	Other symptoms and signs involving the urinary system
R18_PAIN_ASSOCIATED_W_MICTU	Pain associated with micturition
R18_PAIN_NOT_ELSEW_CLASSIFIED	"Pain, not elsewhere classified"
R18_PAIN_THROAT_CHEST	Pain in throat and chest
R18_POLYURIA	Polyuria
R18_RASH_OTHER_NONSPECIFIC_SKIN_ERUPT	Rash and other nonspecific skin eruption
R18_RETEN_URINE	Retention of urine
R18_SENILITY	Senility
R18_SHOCK_NOT_ELSEW_CLASSIFIED	"Shock, not elsewhere classified"
R18_SOMNOLENCE	Somnolence
R18_SOMNO_STUPOR_COMA	"Somnolence, stupor and coma"
R18_SPEECH_DISTU_NOT_ELSEW_CLASSIFIED	"Speech disturbances, not elsewhere classified"
R18_SYMPTOMS_SIGNS_CONCERNI_FOOD_FLUID_INTAKE	Symptoms and signs concerning food and fluid intake
R18_SYMPTOMS_SIGNS_INVOLVI_APPEA_BEHVI	Symptoms and signs involving appearance and behaviour
R18_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS	Symptoms and signs involving the circulatory and respiratory systems
R18_SYMPTOMS_SIGNS_INVOLVI_COGNITION_PERCEP_EMOTIONAL_STATE_BEHVI	"Symptoms and signs involving cognition, perception, emotional state and behaviour"
R18_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN	Symptoms and signs involving the digestive system and abdomen
R18_SYMPTOMS_SIGNS_INVOLVI_EMOTIONAL_STATE	Symptoms and signs involving emotional state
R18_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS	Symptoms and signs involving the nervous and musculoskeletal systems
R18_SYMPTOMS_SIGNS_INVOLVI_SKIN_SUBCU_TISSUE	Symptoms and signs involving the skin and subcutaneous tissue
R18_SYMPTOMS_SIGNS_INVOLVI_SPEECH_VOICE	Symptoms and signs involving speech and voice
R18_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM	Symptoms and signs involving the urinary system
R18_SYNCO_COLLAP	Syncope and collapse
R18_UNKNO_UNSPE_CAUSES_MORBIDI	Unknown and unspecified causes of morbidity
R18_UNSPE_HAEMATU	Unspecified haematuria
R18_UNSPE_JAUND	Unspecified jaundice
R18_UNSPE_URINARY_INCONTINENCE	Unspecified urinary incontinence
R18_VOICE_DISTU	Voice disturbances
RA_CO_MORB	Rheumatoid arthritis -related co-morbidities
REAC_ARTHRO_NOS	Other/unspecified reactive arthropathies
RESPIRATORYINSUFF	Respiratory insufficiency
RESP_ILL_DIS_CLASS_ELSEWHERE	Respiratory disorders in diseases classified elsewhere
