query	term	label	source	quality	action
Communicating hydrocephalus	http://purl.obolibrary.org/obo/MONDO_0002045	communicating hydrocephalus	EFO OBO	match	
Normal-pressure hydrocephalus	http://www.ebi.ac.uk/efo/EFO_1001065	normal pressure hydrocephalus	OLS API EFO lookup	fuzzy	check if valid
Obstructive hydrocephalus	http://purl.obolibrary.org/obo/MONDO_0002045	communicating hydrocephalus	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified hydrocephalus	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Other headache syndromes	http://www.ebi.ac.uk/efo/EFO_0009550	headache disorder	OLS API EFO lookup	fuzzy	check if valid
Hemiplegia	http://www.ebi.ac.uk/efo/EFO_0009453	hemiplegia	EFO OBO	match	
Hereditary ataxia	http://www.ebi.ac.uk/efo/EFO_0009671	hereditary ataxia	EFO OBO	match	
Horner syndrome	http://www.orpha.net/ORDO/Orphanet_91413	Congenital Horner syndrome	OLS API EFO lookup	fuzzy	check if valid
Hydrocephalus	http://purl.obolibrary.org/obo/HP_0000238	Hydrocephalus	OLS API EFO lookup	match	
Lumbosacral root disorders, not elsewhere classified					
Other lesions of median nerve	http://www.ebi.ac.uk/efo/EFO_1000936	femoral neuropathy	OLS API EFO lookup	fuzzy	check if valid
Bacterial meningitis	http://www.ebi.ac.uk/efo/EFO_1000831	bacterial meningitis	EFO OBO	match	
Other meningitis	http://www.ebi.ac.uk/efo/EFO_1001114	pneumococcal meningitis	OLS API EFO lookup	fuzzy	check if valid
Meralgia paraesthetica	http://purl.obolibrary.org/obo/MONDO_0023757	meralgia paresthetica	OLS API EFO lookup	fuzzy	check if valid
Migraine	http://www.ebi.ac.uk/efo/EFO_0003821	migraine disorder	EFO OBO	match	
Migraine without aura	http://www.ebi.ac.uk/efo/EFO_0005296	migraine without aura	EFO OBO	match	
Migraine with aura	http://www.ebi.ac.uk/efo/EFO_0005295	migraine with aura	EFO OBO	match	
Other and unspecified mononeuropathies of lower limb	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified mononeuropathies of upper limb	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Other and unsepcified mononeuropathies, also in other diseases					
Monoplegia					
MS-disease / Multiple Sclerosis	http://www.ebi.ac.uk/efo/EFO_0003885	multiple sclerosis	OLS API EFO lookup	fuzzy	check if valid
Myasthenia gravis	http://www.ebi.ac.uk/efo/EFO_0004991	Myasthenia gravis	EFO OBO	match	
Diseases of the myoneural junction and muscle	http://www.ebi.ac.uk/efo/EFO_0010686	muscle strain	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified myopathies	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Nerve, nerve root and plexus disorders					
Systemic atrophies primarly affecting the central nervous system	http://purl.obolibrary.org/obo/HP_0007367	Atrophy/Degeneration affecting the central nervous system	OLS API EFO lookup	fuzzy	check if valid
Inflammatory diseases of the central nervous system	http://www.orpha.net/ORDO/Orphanet_140989	Primary central nervous system vasculitis	OLS API EFO lookup	fuzzy	check if valid
Neurological diseases	http://www.orpha.net/ORDO/Orphanet_137754	Neurological conditions associated with aminoacylase 1 deficiency	OLS API EFO lookup	fuzzy	check if valid
Other degenerative diseases of the nervous system	http://www.ebi.ac.uk/efo/EFO_0005772	neurodegenerative disease	OLS API EFO lookup	fuzzy	check if valid
Other disorders of nervous system	http://www.ebi.ac.uk/efo/EFO_0009387	peripheral nervous system disease	OLS API EFO lookup	fuzzy	check if valid
Other demyelinating diseases of the central nervous system	http://www.ebi.ac.uk/efo/EFO_1000870	CNS demyelinating autoimmune disease	OLS API EFO lookup	fuzzy	check if valid
Other neurological diseases	http://www.orpha.net/ORDO/Orphanet_137754	Neurological conditions associated with aminoacylase 1 deficiency	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified paralytic syndromes	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Paraplegia, diplegia of upper limbs	http://purl.obolibrary.org/obo/MONDO_0004618	diplegia of upper limb	OLS API EFO lookup	fuzzy	check if valid
Parkinson's disease	http://www.ebi.ac.uk/efo/EFO_0002508	Parkinson's disease	Zooma API lookup	match	
Parkinson's disease (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0002508	Parkinson's disease	OLS API EFO lookup	fuzzy	check if valid
Secondary parkinsonism+Parkinsonism in other disease	http://purl.obolibrary.org/obo/HP_0001300	Parkinsonism	OLS API EFO lookup	fuzzy	check if valid
Lesion of plantar nerve	http://www.ebi.ac.uk/efo/EFO_1001143	radial nerve lesion	OLS API EFO lookup	fuzzy	check if valid
Polyneuropathies and other disorders of the peripheral nervous system	http://www.ebi.ac.uk/efo/EFO_1001115	POEMS syndrome	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified polyneuropathies, also in other diseases					
Postprocedural disorders of nervous system	http://www.ebi.ac.uk/efo/EFO_0009387	peripheral nervous system disease	OLS API EFO lookup	fuzzy	check if valid
Postzoster neuralgia	http://www.ebi.ac.uk/efo/EFO_0009430	neuralgia	OLS API EFO lookup	fuzzy	check if valid
Lesion of radial nerve	http://www.ebi.ac.uk/efo/EFO_1001143	radial nerve lesion	EFO OBO	match	
Other and unspecified nerve root and plexus disorders, also in other diseases					
Lesion of sciatic nerve	http://purl.obolibrary.org/obo/MONDO_0001543	lesion of sciatic nerve	EFO OBO	match	
Sleep apnoea	http://www.orpha.net/ORDO/Orphanet_2085	Glaucoma - sleep apnea	OLS API EFO lookup	fuzzy	check if valid
Other sleepdisorders	http://purl.obolibrary.org/obo/MONDO_0019546	other acquired skin disease	OLS API EFO lookup	fuzzy	check if valid
Other diseases of spinal cord	http://www.ebi.ac.uk/efo/EFO_1001426	Spinal Cord Ischemia	OLS API EFO lookup	fuzzy	check if valid
Status epilepticus	http://www.ebi.ac.uk/efo/EFO_0008526	status epilepticus	EFO OBO	match	
Tarsal tunnel syndrome	http://www.ebi.ac.uk/efo/EFO_1001208	tarsal tunnel syndrome	EFO OBO	match	
Transient ischemic attack	http://www.ebi.ac.uk/efo/EFO_0003764	transient ischemic attack	EFO OBO	match	
Trigeminal neuralgia	http://www.ebi.ac.uk/efo/EFO_1001219	trigeminal neuralgia	EFO OBO	match	
Other and unspecified trigeminal disorders	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma	OLS API EFO lookup	fuzzy	check if valid
Lesion of ulnar nerve	http://www.ebi.ac.uk/efo/EFO_1001224	ulnar neuropathy	OLS API EFO lookup	fuzzy	check if valid
Vascular syndromes of brain in cerebrovascular disorders	http://www.ebi.ac.uk/efo/EFO_0003763	cerebrovascular disorder	OLS API EFO lookup	fuzzy	check if valid
Extrapyramidal and movement disorders	http://purl.obolibrary.org/obo/MONDO_0001815	extrapyramidal and movement disease	OLS API EFO lookup	fuzzy	check if valid
Other extrapyramidal and movement disorders+ in other diseases	http://purl.obolibrary.org/obo/MONDO_0001815	extrapyramidal and movement disease	OLS API EFO lookup	fuzzy	check if valid
Any gastric operation					
Generalized epilepsy	http://www.ebi.ac.uk/efo/EFO_0005917	generalised epilepsy	EFO OBO	match	
Gestational diabetes (for exclusion)	http://www.ebi.ac.uk/efo/EFO_0004593	gestational diabetes	OLS API EFO lookup	fuzzy	check if valid
Generalized epilepsy, mode (most common among epilepsy diagnosis)	http://www.ebi.ac.uk/efo/EFO_0000474	epilepsy	OLS API EFO lookup	fuzzy	check if valid
Generalized epilepsy, strict edfinition	http://www.ebi.ac.uk/efo/EFO_0000474	epilepsy	OLS API EFO lookup	fuzzy	check if valid
Giant cell arteritis with polymyalgia rheumatica	http://www.ebi.ac.uk/efo/EFO_1001209	temporal arteritis	OLS API EFO lookup	fuzzy	check if valid
Glomerulonephritis	http://purl.obolibrary.org/obo/MONDO_0002462	glomerulonephritis (disease)	EFO OBO	match	
Gout, FINNGEN	http://www.ebi.ac.uk/efo/EFO_0004274	gout	OLS API EFO lookup	fuzzy	check if valid
Idiopathic gout	http://www.ebi.ac.uk/efo/EFO_0004274	gout	OLS API EFO lookup	fuzzy	check if valid
Gout, unspecified	http://www.ebi.ac.uk/efo/EFO_0004274	gout	OLS API EFO lookup	fuzzy	check if valid
Gout, strict definition	http://www.ebi.ac.uk/efo/EFO_0004274	gout	OLS API EFO lookup	fuzzy	check if valid
Allergic conjunctivitis	http://www.ebi.ac.uk/efo/EFO_0007141	allergic conjunctivitis	EFO OBO	match	
Amblyopia ex anopsia	http://purl.obolibrary.org/obo/MONDO_0001020	amblyopia (disease)	OLS API EFO lookup	fuzzy	check if valid
Age-related macular degeneration (whether dry or wet)	http://www.ebi.ac.uk/efo/EFO_0001365	age-related macular degeneration	OLS API EFO lookup	fuzzy	check if valid
Anisometropia and aniseikonia					
Anomalies of pupillary function	http://purl.obolibrary.org/obo/HP_0007686	Abnormal pupillary function	OLS API EFO lookup	fuzzy	check if valid
Aphakia	http://www.orpha.net/ORDO/Orphanet_83461	Congenital primary aphakia	OLS API EFO lookup	fuzzy	check if valid
Astigmatism	http://purl.obolibrary.org/obo/HP_0000483	Astigmatism	OLS API EFO lookup	match	
Background retinopathy and retinal vascular changes	http://purl.obolibrary.org/obo/HP_0000580	Pigmentary retinopathy	OLS API EFO lookup	fuzzy	check if valid
Other disorders of binocular movement	http://www.ebi.ac.uk/efo/EFO_0004280	movement disorder	OLS API EFO lookup	fuzzy	check if valid
Other disorders of binocular vision	http://www.ebi.ac.uk/efo/EFO_0009535	binocular vision disease	OLS API EFO lookup	fuzzy	check if valid
Blepharochalasis	http://www.orpha.net/ORDO/Orphanet_1253	Ascher syndrome	OLS API EFO lookup	fuzzy	check if valid
Visual impairment including blindness (binocular or monocular)	http://purl.obolibrary.org/obo/HP_0100704	Cerebral visual impairment	OLS API EFO lookup	fuzzy	check if valid
Other cataract	http://www.ebi.ac.uk/efo/EFO_0001059	cataract	OLS API EFO lookup	match	
Senile cataract	http://purl.obolibrary.org/obo/MONDO_0004847	senile cataract	EFO OBO	match	
Central retinal artery occlusion	http://www.ebi.ac.uk/efo/EFO_1001154	retinal artery occlusion	OLS API EFO lookup	fuzzy	check if valid
Chalazion	http://www.ebi.ac.uk/efo/EFO_0007363	meibomian cyst	EFO OBO	match	
Chorioretinal inflammation	http://purl.obolibrary.org/obo/MP_0001845	inflammation	OLS API EFO lookup	fuzzy	check if valid
Other disorders of choroid	http://www.ebi.ac.uk/efo/EFO_1000866	choroid cancer	OLS API EFO lookup	fuzzy	check if valid
Disorders of choroid and retina	http://www.orpha.net/ORDO/Orphanet_98942	Coloboma of choroid and retina	OLS API EFO lookup	fuzzy	check if valid
conjunctival haemorrhage	http://www.ebi.ac.uk/efo/EFO_1000203	Conjunctival Disorder	OLS API EFO lookup	fuzzy	check if valid
conjunctival degenerations and deposits					
Disorders of conjunctiva					
Conjunctivitis	http://www.ebi.ac.uk/efo/EFO_0009450	conjunctivitis	EFO OBO	match	
Conjunctivitis (acute, non atopic)	http://www.ebi.ac.uk/efo/EFO_0007141	allergic conjunctivitis	OLS API EFO lookup	fuzzy	check if valid
Atopic conjunctivitis	http://www.ebi.ac.uk/efo/EFO_0007141	allergic conjunctivitis	EFO OBO	match	
Chronic conjunctivitis	http://purl.obolibrary.org/obo/MONDO_0002314	chronic conjunctivitis	EFO OBO	match	
Other conjunctival vascular disorders and cysts	http://purl.obolibrary.org/obo/HP_0032072	Popliteal synovial cyst	OLS API EFO lookup	fuzzy	check if valid
Convergence insufficiency and excess	http://www.ebi.ac.uk/efo/EFO_0001378	multiple myeloma	OLS API EFO lookup	fuzzy	check if valid
Convergent concomitant strabismus	http://purl.obolibrary.org/obo/HP_0000486	Strabismus	OLS API EFO lookup	fuzzy	check if valid
Keratoconus	http://www.orpha.net/ORDO/Orphanet_156071	Keratoconus	EFO OBO	match	
Other and unspecified corneal deformities and disorders					
Other disorders of cornea					
Corneal scars and opacities					
Corneal ulcer					
Diplopia	http://purl.obolibrary.org/obo/HP_0000651	Diplopia	OLS API EFO lookup	match	
Divergent concomitant strabismus	http://purl.obolibrary.org/obo/HP_0000486	Strabismus	OLS API EFO lookup	fuzzy	check if valid
Ectropion of eyelid	http://purl.obolibrary.org/obo/MONDO_0002043	ectropion (disease)	EFO OBO	match	
Entropion and trichiasis of eyelid					
Epiphora	http://purl.obolibrary.org/obo/HP_0009926	Epiphora	OLS API EFO lookup	match	
Episcleritis	http://purl.obolibrary.org/obo/HP_0100534	Episcleritis	OLS API EFO lookup	match	
Exophthalmic conditions	http://www.orpha.net/ORDO/Orphanet_137754	Neurological conditions associated with aminoacylase 1 deficiency	OLS API EFO lookup	fuzzy	check if valid
Diseases of the eye and adnexa	http://www.ebi.ac.uk/efo/EFO_0009546	eye adnexa disease	OLS API EFO lookup	fuzzy	check if valid
Other specified and unspecified disorders of eye and adnexa					
Other disorders of eyelid					
Other inflammation of eyelid	http://www.ebi.ac.uk/efo/EFO_0009536	blepharitis	OLS API EFO lookup	fuzzy	check if valid
Disorders of eyelid in diseases classified elsewhere	http://www.ebi.ac.uk/efo/EFO_0000318	cardiomyopathy	OLS API EFO lookup	fuzzy	check if valid
Other disorders of eye and adnexa	http://www.ebi.ac.uk/efo/EFO_0009546	eye adnexa disease	OLS API EFO lookup	fuzzy	check if valid
Primary angle-closure glaucoma	http://www.ebi.ac.uk/efo/EFO_1001506	primary angle closure glaucoma	EFO OBO	match	
Other and unspecified glaucoma	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma	OLS API EFO lookup	fuzzy	check if valid
Glaucoma	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma	EFO OBO	match	
Use of antiglaucoma preparations and miotics	http://www.ebi.ac.uk/efo/EFO_0009944	Antiglaucoma preparations and miotics use measurement	OLS API EFO lookup	fuzzy	check if valid
Normotensive glaucoma	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma	OLS API EFO lookup	fuzzy	check if valid
Glucoma-related operations					
Primary open-angle glaucoma, strict	http://www.ebi.ac.uk/efo/EFO_0004190	open-angle glaucoma	OLS API EFO lookup	fuzzy	check if valid
Glaucoma, exfoliation	http://www.ebi.ac.uk/efo/EFO_0004235	exfoliation syndrome	OLS API EFO lookup	fuzzy	check if valid
Primary open-angle glaucoma	http://www.ebi.ac.uk/efo/EFO_0004190	open-angle glaucoma	OLS API EFO lookup	fuzzy	check if valid
Glaucoma secondary to other eye disorders	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma	OLS API EFO lookup	fuzzy	check if valid
Glaucoma suspect	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma	OLS API EFO lookup	fuzzy	check if valid
Disorders of globe	http://www.ebi.ac.uk/efo/EFO_0009692	voice disorders	OLS API EFO lookup	fuzzy	check if valid
Hereditary retinal dystrophy	http://www.orpha.net/ORDO/Orphanet_71862	Retinal dystrophy	EFO OBO	match	
Herpesviral keratitis and keratoconjunctivitis	http://www.ebi.ac.uk/efo/EFO_1000906	dry eye syndrome	OLS API EFO lookup	fuzzy	check if valid
Heterophoria					
Hordeolum and other deep inflammation of eyelid					
Hypermetropia	http://purl.obolibrary.org/obo/MONDO_0004891	hyperopia	EFO OBO	match	
Intermittent heterotropia	http://www.orpha.net/ORDO/Orphanet_329967	Intermittent hydrarthrosis	OLS API EFO lookup	fuzzy	check if valid
Acute and subacute iridocyclitis	http://purl.obolibrary.org/obo/MONDO_0016137	acute and subacute inflammatory demyelinating polyneuropathy	OLS API EFO lookup	fuzzy	check if valid
Chronic iridocyclitis	http://purl.obolibrary.org/obo/HP_0001094	Iridocyclitis	OLS API EFO lookup	fuzzy	check if valid
Iridocyclitis	http://www.ebi.ac.uk/efo/EFO_1000811	anterior uveitis	EFO OBO	match	
Iridocyclitis in diseases classified elsewhere	http://purl.obolibrary.org/obo/HP_0001094	Iridocyclitis	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified iridocyclitis	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Keratitis	http://www.ebi.ac.uk/efo/EFO_0009449	keratitis	EFO OBO	match	
Keratitis and keratoconjunctivitis in other diseases classified elsewhere	http://www.ebi.ac.uk/efo/EFO_1000906	dry eye syndrome	OLS API EFO lookup	fuzzy	check if valid
Other keratitis	http://www.ebi.ac.uk/efo/EFO_0009449	keratitis	OLS API EFO lookup	fuzzy	check if valid
Hereditary corneal dystrophies	http://www.orpha.net/ORDO/Orphanet_101068	Congenital stromal corneal dystrophy	OLS API EFO lookup	fuzzy	check if valid
Other disorders of lacrimal gland					
Disorders of lacrimal system and orbit in diseases classified elsewhere	http://www.ebi.ac.uk/efo/EFO_0001067	parasitic infection	OLS API EFO lookup	fuzzy	check if valid
Disorders of lacrimal system	http://www.ebi.ac.uk/efo/EFO_0009455	lacrimal apparatus disease	OLS API EFO lookup	fuzzy	check if valid
Inflammation of lacrimal passages (acute and unspecified)	http://purl.obolibrary.org/obo/MONDO_0004804	dacryoadenitis	OLS API EFO lookup	fuzzy	check if valid
Inflammation of lacrimal passages (chronic)	http://purl.obolibrary.org/obo/MONDO_0004804	dacryoadenitis	OLS API EFO lookup	fuzzy	check if valid
Lagophthalmos	http://www.orpha.net/ORDO/Orphanet_99172	Euryblepharon	OLS API EFO lookup	fuzzy	check if valid
Disorders of lens	http://www.ebi.ac.uk/efo/EFO_0009692	voice disorders	OLS API EFO lookup	fuzzy	check if valid
Dislocation of lens	http://www.ebi.ac.uk/efo/EFO_0009521	dislocation	OLS API EFO lookup	fuzzy	check if valid
Disorders of eyelid, lacrimal system and orbit	http://www.ebi.ac.uk/efo/EFO_0001067	parasitic infection	OLS API EFO lookup	fuzzy	check if valid
