phenocode	name	n_cases	n_controls	path_bucket	path_https
G6_GUILBAR	Guillain-Barre syndrome	162	174596	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_GUILBAR.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_GUILBAR.gz
G6_HCCOMM	Communicating hydrocephalus	160	176382	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_HCCOMM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_HCCOMM.gz
G6_HCNP	Normal-pressure hydrocephalus	220	176382	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_HCNP.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_HCNP.gz
G6_HCOBSTR	Obstructive hydrocephalus	131	176382	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_HCOBSTR.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_HCOBSTR.gz
G6_HCOTHUNS	Other and unspecified hydrocephalus	121	176382	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_HCOTHUNS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_HCOTHUNS.gz
G6_HEADACHE	Other headache syndromes	6292	144780	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_HEADACHE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_HEADACHE.gz
G6_HEMIPLE	Hemiplegia	646	175490	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_HEMIPLE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_HEMIPLE.gz
G6_HERATAXIA	Hereditary ataxia	124	176509	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_HERATAXIA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_HERATAXIA.gz
G6_HORNER	Horner syndrome	116	176709	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_HORNER.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_HORNER.gz
G6_HYDROCEPH	Hydrocephalus	517	167072	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_HYDROCEPH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_HYDROCEPH.gz
G6_LSROOT	Lumbosacral root disorders, not elsewhere classified	204	158705	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_LSROOT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_LSROOT.gz
G6_MEDLEOTH	Other lesions of median nerve	311	158705	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_MEDLEOTH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_MEDLEOTH.gz
G6_MENINGBACT	Bacterial meningitis	450	175924	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_MENINGBACT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_MENINGBACT.gz
G6_MENINGOTH	Other meningitis	134	175924	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_MENINGOTH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_MENINGOTH.gz
G6_MERALGIA	Meralgia paraesthetica	309	158705	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_MERALGIA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_MERALGIA.gz
G6_MIGRAINE	Migraine	6687	144780	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_MIGRAINE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_MIGRAINE.gz
G6_MIGRAINE_NO_AURA	Migraine without aura	2528	144780	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_MIGRAINE_NO_AURA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_MIGRAINE_NO_AURA.gz
G6_MIGRAINE_WITH_AURA	Migraine with aura	2777	144780	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_MIGRAINE_WITH_AURA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_MIGRAINE_WITH_AURA.gz
G6_MONOLOWOTHUNS	Other and unspecified mononeuropathies of lower limb	353	158705	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_MONOLOWOTHUNS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_MONOLOWOTHUNS.gz
G6_MONONPOTHUS	Other and unspecified mononeuropathies of upper limb	330	158705	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_MONONPOTHUS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_MONONPOTHUS.gz
G6_MONOOTHUNS	Other and unsepcified mononeuropathies, also in other diseases	357	158705	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_MONOOTHUNS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_MONOOTHUNS.gz
G6_MONOPLE	Monoplegia	135	175490	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_MONOPLE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_MONOPLE.gz
G6_MS	MS-disease / Multiple Sclerosis	805	175660	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_MS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_MS.gz
G6_MYASTHENIA	Myasthenia gravis	178	175631	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_MYASTHENIA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_MYASTHENIA.gz
G6_MYONEU	Diseases of the myoneural junction and muscle	1268	175631	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_MYONEU.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_MYONEU.gz
G6_MYOPOTHUNS	Other and unspecified myopathies	827	175631	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_MYOPOTHUNS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_MYOPOTHUNS.gz
G6_NERPLEX	Nerve, nerve root and plexus disorders	18194	158705	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_NERPLEX.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_NERPLEX.gz
G6_NEUATR	Systemic atrophies primarly affecting the central nervous system	390	176509	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_NEUATR.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_NEUATR.gz
G6_NEUINFL	Inflammatory diseases of the central nervous system	975	175924	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_NEUINFL.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_NEUINFL.gz
G6_NEURO	Neurological diseases	53668	123231	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_NEURO.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_NEURO.gz
G6_NEURODEG	Other degenerative diseases of the nervous system	3571	173328	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_NEURODEG.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_NEURODEG.gz
G6_NEUROOTH	Other disorders of nervous system	609	167072	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_NEUROOTH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_NEUROOTH.gz
G6_OTHDEMYEL	Other demyelinating diseases of the central nervous system	362	175921	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_OTHDEMYEL.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_OTHDEMYEL.gz
G6_OTHNEU	Other neurological diseases	9827	167072	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_OTHNEU.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_OTHNEU.gz
G6_PARALOTHUNS	Other and unspecified paralytic syndromes	141	175490	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_PARALOTHUNS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_PARALOTHUNS.gz
G6_PARDIPLE	Paraplegia, diplegia of upper limbs	221	175490	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_PARDIPLE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_PARDIPLE.gz
G6_PARKINSON	Parkinson's disease	1587	175312	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_PARKINSON.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_PARKINSON.gz
G6_PARKINSON_EXMORE	Parkinson's disease (more controls excluded)	1587	94096	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_PARKINSON_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_PARKINSON_EXMORE.gz
G6_PARKSCND	Secondary parkinsonism+Parkinsonism in other disease	334	173215	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_PARKSCND.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_PARKSCND.gz
G6_PLANTAR	Lesion of plantar nerve	819	158705	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_PLANTAR.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_PLANTAR.gz
G6_POLYNEU	Polyneuropathies and other disorders of the peripheral nervous system	2303	174596	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_POLYNEU.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_POLYNEU.gz
G6_POLYOTHUNS	Other and unspecified polyneuropathies, also in other diseases	1967	174596	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_POLYOTHUNS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_POLYOTHUNS.gz
G6_POSTOPNEURO	Postprocedural disorders of nervous system	823	167072	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_POSTOPNEURO.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_POSTOPNEURO.gz
G6_POSTZOST	Postzoster neuralgia	117	158705	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_POSTZOST.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_POSTZOST.gz
G6_RADLES	Lesion of radial nerve	425	158705	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_RADLES.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_RADLES.gz
G6_ROOTPLEXOTHUNS	Other and unspecified nerve root and plexus disorders, also in other diseases	1780	158705	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_ROOTPLEXOTHUNS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_ROOTPLEXOTHUNS.gz
G6_SCIALE	Lesion of sciatic nerve	629	158705	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_SCIALE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_SCIALE.gz
G6_SLEEPAPNO	Sleep apnoea	11937	164295	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_SLEEPAPNO.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_SLEEPAPNO.gz
G6_SLEEPDISOTH	Other sleepdisorders	1208	144780	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_SLEEPDISOTH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_SLEEPDISOTH.gz
G6_SPINOTH	Other diseases of spinal cord	288	167072	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_SPINOTH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_SPINOTH.gz
G6_STATUSEPI	Status epilepticus	355	144780	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_STATUSEPI.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_STATUSEPI.gz
G6_TARSTUN	Tarsal tunnel syndrome	107	158705	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_TARSTUN.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_TARSTUN.gz
G6_TIA	Transient ischemic attack	6729	167072	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_TIA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_TIA.gz
G6_TRINEU	Trigeminal neuralgia	590	158705	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_TRINEU.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_TRINEU.gz
G6_TRIOTHUNS	Other and unspecified trigeminal disorders	179	158705	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_TRIOTHUNS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_TRIOTHUNS.gz
G6_ULLNLE	Lesion of ulnar nerve	1508	158705	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_ULLNLE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_ULLNLE.gz
G6_VASCSYND	Vascular syndromes of brain in cerebrovascular disorders	458	167072	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_VASCSYND.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_VASCSYND.gz
G6_XTRAPYR	Extrapyramidal and movement disorders	3684	173215	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_XTRAPYR.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_XTRAPYR.gz
G6_XTRAPYROTH	Other extrapyramidal and movement disorders+ in other diseases	1607	173215	gs://finngen-public-data-r4/summary_stats/finngen_R4_G6_XTRAPYROTH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_G6_XTRAPYROTH.gz
GAST_OPER	Any gastric operation	56761	120138	gs://finngen-public-data-r4/summary_stats/finngen_R4_GAST_OPER.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_GAST_OPER.gz
GE	Generalized epilepsy	1353	172311	gs://finngen-public-data-r4/summary_stats/finngen_R4_GE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_GE.gz
GEST_DIABETES	Gestational diabetes (for exclusion)	4171	96190	gs://finngen-public-data-r4/summary_stats/finngen_R4_GEST_DIABETES.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_GEST_DIABETES.gz
GE_MODE	Generalized epilepsy, mode (most common among epilepsy diagnosis)	765	172311	gs://finngen-public-data-r4/summary_stats/finngen_R4_GE_MODE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_GE_MODE.gz
GE_STRICT	Generalized epilepsy, strict edfinition	1103	172311	gs://finngen-public-data-r4/summary_stats/finngen_R4_GE_STRICT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_GE_STRICT.gz
GIANT_CELL_TEMP_ARTERITIS	Giant cell arteritis with polymyalgia rheumatica	293	176311	gs://finngen-public-data-r4/summary_stats/finngen_R4_GIANT_CELL_TEMP_ARTERITIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_GIANT_CELL_TEMP_ARTERITIS.gz
GLOMER_NEPHRITIS	Glomerulonephritis	3375	173524	gs://finngen-public-data-r4/summary_stats/finngen_R4_GLOMER_NEPHRITIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_GLOMER_NEPHRITIS.gz
GOUT	Gout, FINNGEN	2505	165656	gs://finngen-public-data-r4/summary_stats/finngen_R4_GOUT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_GOUT.gz
GOUT_IDIO	Idiopathic gout	591	174394	gs://finngen-public-data-r4/summary_stats/finngen_R4_GOUT_IDIO.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_GOUT_IDIO.gz
GOUT_NOS	Gout, unspecified	1438	174394	gs://finngen-public-data-r4/summary_stats/finngen_R4_GOUT_NOS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_GOUT_NOS.gz
GOUT_STRICT	Gout, strict definition	1199	175082	gs://finngen-public-data-r4/summary_stats/finngen_R4_GOUT_STRICT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_GOUT_STRICT.gz
H7_ALLERGICCONJUNCTIVITIS	Allergic conjunctivitis	8006	168893	gs://finngen-public-data-r4/summary_stats/finngen_R4_H7_ALLERGICCONJUNCTIVITIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_H7_ALLERGICCONJUNCTIVITIS.gz
H7_AMBLYANOPSIA	Amblyopia ex anopsia	409	171027	gs://finngen-public-data-r4/summary_stats/finngen_R4_H7_AMBLYANOPSIA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_H7_AMBLYANOPSIA.gz
H7_AMD	Age-related macular degeneration (whether dry or wet)	2692	166620	gs://finngen-public-data-r4/summary_stats/finngen_R4_H7_AMD.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_H7_AMD.gz
H7_ANISOMETROPIA	Anisometropia and aniseikonia	277	170976	gs://finngen-public-data-r4/summary_stats/finngen_R4_H7_ANISOMETROPIA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_H7_ANISOMETROPIA.gz
H7_ANOMAPUPFUNC	Anomalies of pupillary function	169	175459	gs://finngen-public-data-r4/summary_stats/finngen_R4_H7_ANOMAPUPFUNC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_H7_ANOMAPUPFUNC.gz
H7_APHAKIA	Aphakia	189	154905	gs://finngen-public-data-r4/summary_stats/finngen_R4_H7_APHAKIA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_H7_APHAKIA.gz
H7_ASTIGMATISM	Astigmatism	478	170976	gs://finngen-public-data-r4/summary_stats/finngen_R4_H7_ASTIGMATISM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_H7_ASTIGMATISM.gz
H7_BCKRNDRETINOPAT	Background retinopathy and retinal vascular changes	237	164973	gs://finngen-public-data-r4/summary_stats/finngen_R4_H7_BCKRNDRETINOPAT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_H7_BCKRNDRETINOPAT.gz
H7_BINOCUMOVOTH	Other disorders of binocular movement	225	170976	gs://finngen-public-data-r4/summary_stats/finngen_R4_H7_BINOCUMOVOTH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_H7_BINOCUMOVOTH.gz
H7_BINODISTOTH	Other disorders of binocular vision	144	171027	gs://finngen-public-data-r4/summary_stats/finngen_R4_H7_BINODISTOTH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_H7_BINODISTOTH.gz
H7_BLEPHAROCHALASIS	Blepharochalasis	3188	165083	gs://finngen-public-data-r4/summary_stats/finngen_R4_H7_BLEPHAROCHALASIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_H7_BLEPHAROCHALASIS.gz
H7_BLINDANDVISIMPAIRMENT	Visual impairment including blindness (binocular or monocular)	691	171027	gs://finngen-public-data-r4/summary_stats/finngen_R4_H7_BLINDANDVISIMPAIRMENT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_H7_BLINDANDVISIMPAIRMENT.gz
H7_CATARACTOTHER	Other cataract	6034	154905	gs://finngen-public-data-r4/summary_stats/finngen_R4_H7_CATARACTOTHER.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_H7_CATARACTOTHER.gz
H7_CATARACTSENILE	Senile cataract	20157	154905	gs://finngen-public-data-r4/summary_stats/finngen_R4_H7_CATARACTSENILE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_H7_CATARACTSENILE.gz
H7_CENTRRETARTOCC	Central retinal artery occlusion	179	164973	gs://finngen-public-data-r4/summary_stats/finngen_R4_H7_CENTRRETARTOCC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_H7_CENTRRETARTOCC.gz
H7_CHALAZION	Chalazion	1363	165083	gs://finngen-public-data-r4/summary_stats/finngen_R4_H7_CHALAZION.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_H7_CHALAZION.gz
H7_CHORIORETINFLAM	Chorioretinal inflammation	289	164973	gs://finngen-public-data-r4/summary_stats/finngen_R4_H7_CHORIORETINFLAM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_H7_CHORIORETINFLAM.gz
H7_CHOROIDOTH	Other disorders of choroid	146	164973	gs://finngen-public-data-r4/summary_stats/finngen_R4_H7_CHOROIDOTH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_H7_CHOROIDOTH.gz
