query	term	label	source	quality	action
Encephalitis	http://purl.obolibrary.org/obo/MONDO_0019956	encephalitis	EFO OBO	match	
Disturbance of activity and attention	http://purl.obolibrary.org/obo/HP_0031987	Diminished ability to concentrate	OLS API EFO lookup	fuzzy	check if valid
Mental and behavioural disorders due to alcohol, excluding acute intoxication	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Acute alcohol intoxication	http://www.ebi.ac.uk/efo/EFO_0003829	alcohol dependence	OLS API EFO lookup	fuzzy	check if valid
Alcohol dependence	http://www.ebi.ac.uk/efo/EFO_0003829	alcohol dependence	EFO OBO	match	
All anxiety disorders	http://www.ebi.ac.uk/efo/EFO_0006788	anxiety disorder	OLS API EFO lookup	fuzzy	check if valid
Dementia in Alzheimer disease	http://www.ebi.ac.uk/efo/EFO_1001870	late-onset Alzheimers disease	OLS API EFO lookup	fuzzy	check if valid
Anankastic personality disorder	http://purl.obolibrary.org/obo/HP_0012075	Personality disorder	OLS API EFO lookup	fuzzy	check if valid
Anorexia (incl.atypical)	http://purl.obolibrary.org/obo/HP_0002039	Anorexia	OLS API EFO lookup	fuzzy	check if valid
Other anxiety disorders	http://www.ebi.ac.uk/efo/EFO_0006788	Other anxiety disorders	Zooma API lookup	match	
Anxious personality disorder	http://purl.obolibrary.org/obo/HP_0012075	Personality disorder	OLS API EFO lookup	fuzzy	check if valid
Autism	http://www.ebi.ac.uk/efo/EFO_0003758	autism	EFO OBO	match	
Behavioural syndromes associated with physiological disturbances and physical factors	http://www.ebi.ac.uk/efo/EFO_1000931	euthyroid sick syndrome	OLS API EFO lookup	fuzzy	check if valid
Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence					
Other behavioural and emotional disorders with onset usually occuring in childhood and adolescence					
Bipolar affective disorders	http://www.ebi.ac.uk/efo/EFO_0000289	Bipolar affective disorder	Zooma API lookup	match	
Bulimia nervosa (incl. atypical)	http://www.ebi.ac.uk/efo/EFO_0005204	bulimia nervosa	OLS API EFO lookup	fuzzy	check if valid
Mental and behavioural disorders due to cannabinoids	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Conduct disorder	http://www.ebi.ac.uk/efo/EFO_0004216	conduct disorder	EFO OBO	match	
Mixed disorders of conduct and emotions					
Delirium, not induced by alcohol and other psychoactive substances					
Persistent delusional disorders	http://purl.obolibrary.org/obo/MONDO_0004359	delusional disorder	OLS API EFO lookup	fuzzy	check if valid
Dementia	http://purl.obolibrary.org/obo/HP_0000726	Dementia	OLS API EFO lookup	match	
Dementia in other diseases classified elsewhere	http://www.ebi.ac.uk/efo/EFO_0000318	cardiomyopathy	OLS API EFO lookup	fuzzy	check if valid
Unspecified dementia	http://purl.obolibrary.org/obo/HP_0000726	Unspecified dementia	Zooma API lookup	match	
Dependent personality disorder	http://purl.obolibrary.org/obo/HP_0012075	Personality disorder	OLS API EFO lookup	fuzzy	check if valid
Depression	http://purl.obolibrary.org/obo/MONDO_0002050	depressive disorder	EFO OBO	match	
Dissocial personality disorder	http://purl.obolibrary.org/obo/HP_0012075	Personality disorder	OLS API EFO lookup	fuzzy	check if valid
Dissociative [conversion] disorders	http://purl.obolibrary.org/obo/MONDO_0001160	dissociative disorder	OLS API EFO lookup	fuzzy	check if valid
Undefined dementia	http://purl.obolibrary.org/obo/HP_0000726	Dementia	OLS API EFO lookup	fuzzy	check if valid
Undefined dementia (more controls excluded)	http://purl.obolibrary.org/obo/HP_0000726	Dementia	OLS API EFO lookup	fuzzy	check if valid
Eating disorders	http://www.ebi.ac.uk/efo/EFO_0005203	eating disorder	OLS API EFO lookup	fuzzy	check if valid
Other eating disorders	http://www.ebi.ac.uk/efo/EFO_0005203	eating disorder	OLS API EFO lookup	fuzzy	check if valid
Emotional disorders and disorders of social functioning with onset specific to childhood	http://purl.obolibrary.org/obo/MONDO_0024417	perceptual disorders	OLS API EFO lookup	fuzzy	check if valid
Emotionally unstable personality disorder	http://www.ebi.ac.uk/efo/EFO_0005429	borderline personality disorder symptom	OLS API EFO lookup	fuzzy	check if valid
Generalized anxiety disorder	http://www.ebi.ac.uk/efo/EFO_1001892	generalized anxiety disorder	EFO OBO	match	
Habit and impulse disorders					
Hyperkinetic disorders (excl. ADHD)	http://www.ebi.ac.uk/efo/EFO_0003888	attention deficit hyperactivity disorder	OLS API EFO lookup	fuzzy	check if valid
Kela-cod for severe mental illness	http://purl.obolibrary.org/obo/HP_0010864	Intellectual disability, severe	OLS API EFO lookup	fuzzy	check if valid
Manic episode	http://www.ebi.ac.uk/efo/EFO_0007706	Manic episode	Zooma API lookup	match	
Mental disorders, not otherwise specified	http://www.ebi.ac.uk/efo/EFO_0003759	pervasive developmental disorder - not otherwise specified	OLS API EFO lookup	fuzzy	check if valid
Other mental disorders due to brain damage and dysfunction and to physical disease	http://purl.obolibrary.org/obo/HP_0000011	Neurogenic bladder	OLS API EFO lookup	fuzzy	check if valid
Mental and behauvioural disorders associated with the puerperium					
Mental retardation	http://www.ebi.ac.uk/efo/EFO_0003847	mental retardation	EFO OBO	match	
Mild mental retardation	http://purl.obolibrary.org/obo/HP_0001256	Intellectual disability, mild	OLS API EFO lookup	match	
Mixed and other personality disorders	http://purl.obolibrary.org/obo/HP_0012075	Mixed and other personality disorders	Zooma API lookup	match	
Mood [affective] disorders	http://www.ebi.ac.uk/efo/EFO_0004247	mood disorder	OLS API EFO lookup	fuzzy	check if valid
Other and unspecidied mood [affective] disorders	http://www.ebi.ac.uk/efo/EFO_0004247	mood disorder	OLS API EFO lookup	fuzzy	check if valid
Neurotic, stress-related and somatoform disorders					
Other neurotic disorders	http://www.ebi.ac.uk/efo/EFO_0004257	neurotic disorder	OLS API EFO lookup	fuzzy	check if valid
Obsessive-compulsive disorder	http://www.ebi.ac.uk/efo/EFO_0004242	obsessive-compulsive disorder	EFO OBO	match	
Mental and behavioural disorders due to opioids	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Organic, including symptomatic, mental disorders	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Mental and behavioural disorders due to multiple drug use and use of multiple drugs and use of other psycoactive substances					
Other specified and unspecified personality disorders	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified mental retardation	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Panic disorder	http://www.ebi.ac.uk/efo/EFO_0004262	panic disorder	EFO OBO	match	
Paranoid personality disorder	http://purl.obolibrary.org/obo/MONDO_0001163	paranoid personality disorder	EFO OBO	match	
Personality and behavioural disorders due to brain disease, damage and dysfunction					
Persistent mood disorders	http://www.ebi.ac.uk/efo/EFO_0004247	mood disorder	OLS API EFO lookup	fuzzy	check if valid
Disorders of adult personality and behaviour	http://www.ebi.ac.uk/efo/EFO_0007052	antisocial behaviour measurement	OLS API EFO lookup	fuzzy	check if valid
Specific personality disorders					
Phobic anxiety disorders	http://www.ebi.ac.uk/efo/EFO_1001908	Phobic anxiety disorders	Zooma API lookup	match	
Unspefcified behauvioural syndromes associated with physiological disturbances and physical factors +Phsyiological and behauvioural factors associated with disorders of diseases classified elsewhere					
Psychiatric diseases					
Disorders of psychological developtment	http://www.ebi.ac.uk/efo/EFO_0009095	psychological measurement	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified nonorganic psychotic disorders	http://www.ebi.ac.uk/efo/EFO_0000692	schizophrenia	OLS API EFO lookup	fuzzy	check if valid
Acute and transient psychotic disorders	http://www.ebi.ac.uk/efo/EFO_0005940	Acute and transient psychotic disorders	Zooma API lookup	match	
Post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	post-traumatic stress disorder	EFO OBO	match	
Schizophrenia, schizotypal and delusional disorders					
Schizoaffective disorder	http://www.ebi.ac.uk/efo/EFO_0005411	schizoaffective disorder	EFO OBO	match	
Schizotypal disorder	http://purl.obolibrary.org/obo/MONDO_0001087	schizotypal personality disorder	OLS API EFO lookup	fuzzy	check if valid
Schizoid personality disorder	http://purl.obolibrary.org/obo/MONDO_0001161	schizoid personality disorder	EFO OBO	match	
Specific development disorders of scholastic skills	http://www.ebi.ac.uk/efo/EFO_0003756	autism spectrum disorder	OLS API EFO lookup	fuzzy	check if valid
Schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	schizophrenia	EFO OBO	match	
Mental and behavioural disorders due to sedatives or hypnotics	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Sleep disorders	http://purl.obolibrary.org/obo/MONDO_0003406	sleep-wake disorder	EFO OBO	match	
Somatoform disorder	http://www.ebi.ac.uk/efo/EFO_0009687	somatoform disorder	EFO OBO	match	
Specific development disorders of speech and language	http://purl.obolibrary.org/obo/HP_0000750	Delayed speech and language development	OLS API EFO lookup	fuzzy	check if valid
Mental and behavioural disorders due to use of other stimulants, including caffeine	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Other reactioin to severe stress, and adjustment disorders					
Substance use, excluding alcohol	http://www.ebi.ac.uk/efo/EFO_0009458	alcohol use disorder measurement	OLS API EFO lookup	fuzzy	check if valid
Mental and behavioural disorders due to psychoctive substance use	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Mental and behavioural disorders due to tobacco	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Unspecified mental disorder	http://www.orpha.net/ORDO/Orphanet_254837	Unspecified mitochondrial disorder	OLS API EFO lookup	fuzzy	check if valid
Vascular dementia	http://www.ebi.ac.uk/efo/EFO_0004718	vascular dementia	EFO OBO	match	
Falls/tendenct to fall					
Fatigue and malaise	http://purl.obolibrary.org/obo/HP_0012378	Fatigue	OLS API EFO lookup	fuzzy	check if valid
Focal epilepsy	http://www.ebi.ac.uk/efo/EFO_0004263	partial epilepsy	EFO OBO	match	
Femoral hernia, unilateral	http://www.ebi.ac.uk/efo/EFO_1001791	femoral hernia	OLS API EFO lookup	fuzzy	check if valid
Inguinal or femoral hernia, bilateral	http://www.ebi.ac.uk/efo/EFO_1001791	femoral hernia	OLS API EFO lookup	fuzzy	check if valid
Inguinal of femoral hernia, unilateral	http://www.ebi.ac.uk/efo/EFO_1001791	femoral hernia	OLS API EFO lookup	fuzzy	check if valid
Focal epilepsy	http://www.ebi.ac.uk/efo/EFO_0004263	partial epilepsy	EFO OBO	match	
Focal epilepsy	http://www.ebi.ac.uk/efo/EFO_0004263	partial epilepsy	EFO OBO	match	
Cardiomyopathy (excluding other)	http://www.ebi.ac.uk/efo/EFO_0000318	cardiomyopathy	OLS API EFO lookup	fuzzy	check if valid
Cerebrovascular diseases (FINNGEN)	http://www.ebi.ac.uk/efo/EFO_0003763	cerebrovascular disorder	OLS API EFO lookup	fuzzy	check if valid
Cardiovascular diseases (excluding rheumatic etc)					
Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (FINNGEN)					
Diseases of arteries, arterioles and capillaries (FINNGEN)					
Hypertensive diseases (excluding secondary)	http://www.ebi.ac.uk/efo/EFO_1000977	hypertensive retinopathy	OLS API EFO lookup	fuzzy	check if valid
Other CVD (FINNGEN)					
Other heart diseases	http://www.ebi.ac.uk/efo/EFO_0003777	heart disease	OLS API EFO lookup	fuzzy	check if valid
Pulmonary heart disease	http://purl.obolibrary.org/obo/MONDO_0004596	cor pulmonale	EFO OBO	match	
Alzheimer’s disease, wide definition					
Alzheimer’s disease, wide definition (more controls excluded)	http://purl.obolibrary.org/obo/HP_0000445	Wide nose	OLS API EFO lookup	fuzzy	check if valid
Degeneration of the brain due to alcohol	http://purl.obolibrary.org/obo/MONDO_0022687	cerebellar degeneration	OLS API EFO lookup	fuzzy	check if valid
Motor neuron disease	http://www.ebi.ac.uk/efo/EFO_0003782	motor neuron disease	EFO OBO	match	
Alzheimer disease	http://www.ebi.ac.uk/efo/EFO_0000249	Alzheimer's disease	OLS API EFO lookup	match	
Alzheimer disease (more controls excluded)	http://purl.obolibrary.org/obo/MONDO_0100087	familial Alzheimer disease	OLS API EFO lookup	fuzzy	check if valid
Anoxic brain damage	http://www.ebi.ac.uk/efo/EFO_0004277	brain infarction	OLS API EFO lookup	fuzzy	check if valid
Circumscribed brain atrophy	http://purl.obolibrary.org/obo/HP_0012444	Brain atrophy	OLS API EFO lookup	fuzzy	check if valid
Atypical facial pain	http://www.orpha.net/ORDO/Orphanet_398147	Persistent idiopathic facial pain	OLS API ORDO exact lookup	match	check if in OT
Autonomic disorders	http://purl.obolibrary.org/obo/MONDO_0001300	autonomic neuropathy	OLS API EFO lookup	fuzzy	check if valid
Bell's palsy	http://www.ebi.ac.uk/efo/EFO_0007167	Bell's palsy	OLS API EFO lookup	match	
Brachial plexus disorders	http://www.ebi.ac.uk/efo/EFO_1000844	brachial plexus neuropathy	OLS API EFO lookup	fuzzy	check if valid
Carpal tunnel syndrome	http://www.ebi.ac.uk/efo/EFO_0004143	carpal tunnel syndrome	EFO OBO	match	
Causalgia	http://www.ebi.ac.uk/efo/EFO_1000854	causalgia	EFO OBO	match	
Cerebral cysts	http://www.ebi.ac.uk/efo/EFO_1001858	Tarlov Cysts	OLS API EFO lookup	fuzzy	check if valid
Cerebral palsy	http://www.ebi.ac.uk/efo/EFO_1000632	cerebral palsy	EFO OBO	match	
Cerebral palsy and other paralytic syndromes	http://www.ebi.ac.uk/efo/EFO_0003783	progressive bulbar palsy	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified degenerative diseases of nervous system					
Demyelenating diseases of the central nervous system	http://www.orpha.net/ORDO/Orphanet_140989	Primary central nervous system vasculitis	OLS API EFO lookup	fuzzy	check if valid
Diabethic neuropathy	http://www.ebi.ac.uk/efo/EFO_0004149	neuropathy	OLS API EFO lookup	fuzzy	check if valid
Dystonia	http://purl.obolibrary.org/obo/MONDO_0003441	dystonic disorder	EFO OBO	match	
Other encephalitis	http://www.ebi.ac.uk/efo/EFO_0007495	St. Louis encephalitis	OLS API EFO lookup	fuzzy	check if valid
Episodal and paroxysmal disorders					
Epilepsy	http://www.ebi.ac.uk/efo/EFO_0000474	epilepsy	EFO OBO	match	
Other facial nerve disorders	http://www.ebi.ac.uk/efo/EFO_0009380	facial neuralgia	OLS API EFO lookup	fuzzy	check if valid
Lesion of lateral popliteal nerve					
Guillain-Barre syndrome	http://www.ebi.ac.uk/efo/EFO_0007292	Guillain-Barre syndrome	OLS API EFO lookup	match	
Communicating hydrocephalus	http://purl.obolibrary.org/obo/MONDO_0002045	communicating hydrocephalus	EFO OBO	match	
Normal-pressure hydrocephalus	http://www.ebi.ac.uk/efo/EFO_1001065	normal pressure hydrocephalus	Zooma API lookup	match	
Other headache syndromes	http://www.ebi.ac.uk/efo/EFO_0009550	Other headache syndromes	Zooma API lookup	match	
Hemiplegia	http://www.ebi.ac.uk/efo/EFO_0009453	hemiplegia	EFO OBO	match	
Hereditary ataxia	http://www.ebi.ac.uk/efo/EFO_0009671	hereditary ataxia	EFO OBO	match	
Hydrocephalus	http://purl.obolibrary.org/obo/HP_0000238	hydrocephalus	Zooma API lookup	match	
Lumbosacral root disorders, not elsewhere classified					
Other lesions of median nerve	http://www.ebi.ac.uk/efo/EFO_1000936	femoral neuropathy	OLS API EFO lookup	fuzzy	check if valid
Bacterial meningitis	http://www.ebi.ac.uk/efo/EFO_1000831	bacterial meningitis	EFO OBO	match	
Other meningitis	http://www.ebi.ac.uk/efo/EFO_1001114	pneumococcal meningitis	OLS API EFO lookup	fuzzy	check if valid
Meralgia paraesthetica	http://purl.obolibrary.org/obo/MONDO_0023757	meralgia paresthetica	OLS API EFO lookup	fuzzy	check if valid
Migraine	http://www.ebi.ac.uk/efo/EFO_0003821	migraine disorder	EFO OBO	match	
Other and unspecified mononeuropathies of lower limb	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified mononeuropathies of upper limb	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Other and unsepcified mononeuropathies, also in other diseases					
MS-disease / Multiple Sclerosis	http://www.ebi.ac.uk/efo/EFO_0003885	multiple sclerosis	OLS API EFO lookup	fuzzy	check if valid
Myasthenia gravis	http://www.ebi.ac.uk/efo/EFO_0004991	Myasthenia gravis	EFO OBO	match	
Diseases of the myoneural junction and muscle	http://www.ebi.ac.uk/efo/EFO_0010686	muscle strain	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified myopathies	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Nerve, nerve root and plexus disorders					
Systemic atrophies primarly affecting the central nervous system	http://purl.obolibrary.org/obo/HP_0007367	Atrophy/Degeneration affecting the central nervous system	OLS API EFO lookup	fuzzy	check if valid
Inflammatory diseases of the central nervous system	http://www.orpha.net/ORDO/Orphanet_140989	Primary central nervous system vasculitis	OLS API EFO lookup	fuzzy	check if valid
Neurological diseases	http://www.orpha.net/ORDO/Orphanet_137658	Microcephaly - intellectual disability - phalangeal and neurological anomalies	OLS API EFO lookup	fuzzy	check if valid
